queryId,queryImagePath,expectedProductIds,relevantProductIds,returnedProductIds,firstRelevantRank,recallAt1,recallAt5,recallAt10,precisionAt5,precisionAt10,reciprocalRank,ndcgAt10,latencyMs,topScore,error
query_review_011,docs_vs/query-images/query_review_011_ao-thun-nam-the-thao-tham-hut-vuot-troi.webp,d2cb577f0f884de0117b3668,,d2cb577f0f884de0117b3668|be06feea04eac8eb6fb1fdb4|c1e1bec70a763a23626f8ef4|60b9b51ccbeb6fd062435f31|84d44f8e5a90390663e497b3|4e9d5511560c5355df2208f6|83b1de630d040d81aadb8f2f|d6e9cd67019e329554bab6da|34f5c75b2394beb83245f8c1|e4e8cf54a3b605a2f612804e,1,1,1,1,0.2,0.1,1,1,586,1,
query_review_012,docs_vs/query-images/query_review_012_bo-do-nam-sportman.webp,c1e1bec70a763a23626f8ef4,,c1e1bec70a763a23626f8ef4|d2cb577f0f884de0117b3668|be06feea04eac8eb6fb1fdb4|84d44f8e5a90390663e497b3|d6e9cd67019e329554bab6da|c543e525a21574f6bd95e8c1|60b9b51ccbeb6fd062435f31|0400035ff551fd22c8553ce2|83b1de630d040d81aadb8f2f|1484171a0ca7ff7ff92f8916,1,1,1,1,0.2,0.1,1,1,633,1,
query_review_013,docs_vs/query-images/query_review_013_bo-dong-nam-in-vach-ke.webp,60b9b51ccbeb6fd062435f31,4e9d5511560c5355df2208f6,60b9b51ccbeb6fd062435f31|4e9d5511560c5355df2208f6|d2cb577f0f884de0117b3668|93afafa6bb59d52c9e2f5830|34f5c75b2394beb83245f8c1|e9f86f8c63e8bc17b63394e8|be06feea04eac8eb6fb1fdb4|c1e1bec70a763a23626f8ef4|83b1de630d040d81aadb8f2f|625c119dad5281c2d5eb5dc6,1,1,1,1,0.4,0.2,1,1,844,1,
query_review_014,docs_vs/query-images/query_review_014_bo-quan-ao-the-thao-nu-tham-hut-tot.webp,be06feea04eac8eb6fb1fdb4,f45af7b754ca9215eab57f8b,be06feea04eac8eb6fb1fdb4|d2cb577f0f884de0117b3668|1484171a0ca7ff7ff92f8916|c1e1bec70a763a23626f8ef4|30bdd588b0aa1f48f6e5cc7d|6b72b7d33f9b8307c4a958eb|60b9b51ccbeb6fd062435f31|fe13c39f2822ad039266b3d5|332652d8058ed6d111432680|34f5c75b2394beb83245f8c1,1,1,1,1,0.2,0.1,1,0.8262346571285599,781,1,
query_review_015,docs_vs/query-images/query_review_015_do-bo-dui-nu-form-rong-co-v.webp,f45af7b754ca9215eab57f8b,be06feea04eac8eb6fb1fdb4,f45af7b754ca9215eab57f8b|332652d8058ed6d111432680|70e60ecff89e27906a220007|be06feea04eac8eb6fb1fdb4|30c0c8dfa0be994a66075d74|93afafa6bb59d52c9e2f5830|1484171a0ca7ff7ff92f8916|017f7fcf7f0395d4f261c3fe|c0dae92879d2cd8592aae2c2|e1416f27eac0557c580933b5,1,1,1,1,0.4,0.2,1,0.944847956559586,764,1,
query_review_016,docs_vs/query-images/query_review_016_giay-luoi-nam-dai-ngang-da-nappa.webp,7c3b641fffb394c64751a827,e1fe9750c86b5e745797c67c|ee67e9563f46b5b35e3a9f52,7c3b641fffb394c64751a827|ee67e9563f46b5b35e3a9f52|e1fe9750c86b5e745797c67c|fa7fddf7ddb3a02795243825|4fd3fcbc958246290134d8d6|4161b1e8dea1c1a0b51e8701|bb042986a136fd0e5d1f5719|625c119dad5281c2d5eb5dc6|9905aed6b4eecaaee1820d55|bc492e32ec672b0d1f935789,1,1,1,1,0.6,0.3,1,1,639,1,
query_review_017,docs_vs/query-images/query_review_017_giay-nam-derby-da-bo-nappa-sang-trong.webp,bb042986a136fd0e5d1f5719,,bb042986a136fd0e5d1f5719|4fd3fcbc958246290134d8d6|4161b1e8dea1c1a0b51e8701|ee67e9563f46b5b35e3a9f52|fa7fddf7ddb3a02795243825|e1fe9750c86b5e745797c67c|7c3b641fffb394c64751a827|bc492e32ec672b0d1f935789|625c119dad5281c2d5eb5dc6|cd4cac0fe79ca49560e69cd1,1,1,1,1,0.2,0.1,1,1,845,1,
query_review_018,docs_vs/query-images/query_review_018_giay-the-thao-nam-phoi-mau-nang-dong.webp,ecc96b7d12b9ee473fea88f5,,ecc96b7d12b9ee473fea88f5|34f5c75b2394beb83245f8c1|4161b1e8dea1c1a0b51e8701|bb042986a136fd0e5d1f5719|fa7fddf7ddb3a02795243825|1484171a0ca7ff7ff92f8916|4fd3fcbc958246290134d8d6|ee67e9563f46b5b35e3a9f52|76408a59f1605a5a4c5f9dd6|60b9b51ccbeb6fd062435f31,1,1,1,1,0.2,0.1,1,1,619,1,
query_review_019,docs_vs/query-images/query_review_019_quan-au-nam-cap-chun-tien-loi.webp,bc492e32ec672b0d1f935789,,bc492e32ec672b0d1f935789|8e259df3bc1a520b6bdd93f9|625c119dad5281c2d5eb5dc6|cd4cac0fe79ca49560e69cd1|2f5fa044af449c0a22678290|76408a59f1605a5a4c5f9dd6|34f5c75b2394beb83245f8c1|e38db686365335c332f36264|4e9d5511560c5355df2208f6|84d44f8e5a90390663e497b3,1,1,1,1,0.2,0.1,1,1,836,1,
query_review_020,docs_vs/query-images/query_review_020_quan-au-nu-dang-suong-thoai-mai.webp,e38db686365335c332f36264,cd4cac0fe79ca49560e69cd1|2f5fa044af449c0a22678290,e38db686365335c332f36264|2f5fa044af449c0a22678290|fe13c39f2822ad039266b3d5|cd4cac0fe79ca49560e69cd1|8e259df3bc1a520b6bdd93f9|e1416f27eac0557c580933b5|6b72b7d33f9b8307c4a958eb|b33b4457d177bfc9f2617daf|76fe4f7aa5634a3ae8c50aa5|4e9d5511560c5355df2208f6,1,1,1,1,0.6,0.3,1,0.9832184408687481,765,1,
query_review_021,docs_vs/query-images/query_review_021_ao-giu-nhiet-nu-co-tron.webp,30bdd588b0aa1f48f6e5cc7d,fe13c39f2822ad039266b3d5|6b72b7d33f9b8307c4a958eb,30bdd588b0aa1f48f6e5cc7d|fe13c39f2822ad039266b3d5|6b72b7d33f9b8307c4a958eb|1484171a0ca7ff7ff92f8916|32736048dd640fb65fb85672|e1416f27eac0557c580933b5|70e60ecff89e27906a220007|5592c2bf129a66e947360c6e|e9f86f8c63e8bc17b63394e8|9905aed6b4eecaaee1820d55,1,1,1,1,0.6,0.3,1,1,906,1,
query_review_022,docs_vs/query-images/query_review_022_ao-hai-day-nu-lung-dan-cheo-tre-trung.webp,c0dae92879d2cd8592aae2c2,e1416f27eac0557c580933b5,c0dae92879d2cd8592aae2c2|e1416f27eac0557c580933b5|b33b4457d177bfc9f2617daf|76fe4f7aa5634a3ae8c50aa5|fe13c39f2822ad039266b3d5|6b72b7d33f9b8307c4a958eb|e38db686365335c332f36264|332652d8058ed6d111432680|32736048dd640fb65fb85672|30bdd588b0aa1f48f6e5cc7d,1,1,1,1,0.4,0.2,1,1,789,1,
query_review_023,docs_vs/query-images/query_review_023_ao-len-nu-gia-dinh-dang-om-xe-tay.webp,6b72b7d33f9b8307c4a958eb,30bdd588b0aa1f48f6e5cc7d|fe13c39f2822ad039266b3d5,6b72b7d33f9b8307c4a958eb|fe13c39f2822ad039266b3d5|e1416f27eac0557c580933b5|30bdd588b0aa1f48f6e5cc7d|32736048dd640fb65fb85672|e38db686365335c332f36264|c0dae92879d2cd8592aae2c2|332652d8058ed6d111432680|7c0f8a10a147d1c0ba9ac745|e9f86f8c63e8bc17b63394e8,1,1,1,1,0.6,0.3,1,0.9832184408687481,626,1,
query_review_024,docs_vs/query-images/query_review_024_ao-phong-nu-dang-suong-in-lung-ca-tinh.webp,1484171a0ca7ff7ff92f8916,cc2777b8a0ea1455841f3d51,1484171a0ca7ff7ff92f8916|30bdd588b0aa1f48f6e5cc7d|be06feea04eac8eb6fb1fdb4|70e60ecff89e27906a220007|cc2777b8a0ea1455841f3d51|c1e1bec70a763a23626f8ef4|332652d8058ed6d111432680|b33b4457d177bfc9f2617daf|fe13c39f2822ad039266b3d5|6b72b7d33f9b8307c4a958eb,1,1,1,1,0.4,0.2,1,0.9327783893101107,829,1,
query_review_025,docs_vs/query-images/query_review_025_ao-polo-nam-basic-gia-dinh.webp,5e78226ed0a83b275a6f2758,84d44f8e5a90390663e497b3|002b74340f878eb87e4ae306|83b1de630d040d81aadb8f2f|64771f5fa22fd93b81d5127c,5e78226ed0a83b275a6f2758|84d44f8e5a90390663e497b3|002b74340f878eb87e4ae306|8047a82a85d7078038eed86d|332652d8058ed6d111432680|64771f5fa22fd93b81d5127c|e4e8cf54a3b605a2f612804e|83b1de630d040d81aadb8f2f|c543e525a21574f6bd95e8c1|131567a730d3000059f1ad40,1,1,1,1,0.6,0.5,1,0.9705247031631103,676,1,
query_review_026,docs_vs/query-images/query_review_026_ao-polo-nu-cafe-to-ong-co-phoi-3-mau.webp,131567a730d3000059f1ad40,017f7fcf7f0395d4f261c3fe|a0818c0c6efcf7d9e7cfb892|332652d8058ed6d111432680,131567a730d3000059f1ad40|332652d8058ed6d111432680|a0818c0c6efcf7d9e7cfb892|017f7fcf7f0395d4f261c3fe|84d44f8e5a90390663e497b3|83b1de630d040d81aadb8f2f|4030355657bc5e6c06d07e80|64771f5fa22fd93b81d5127c|e4e8cf54a3b605a2f612804e|be06feea04eac8eb6fb1fdb4,1,1,1,1,0.8,0.4,1,1,874,1,
query_review_027,docs_vs/query-images/query_review_027_ao-so-mi-nam-vai-nhung-theu-gau.webp,0400035ff551fd22c8553ce2,9905aed6b4eecaaee1820d55,0400035ff551fd22c8553ce2|9905aed6b4eecaaee1820d55|70e60ecff89e27906a220007|84d44f8e5a90390663e497b3|d6e9cd67019e329554bab6da|c1e1bec70a763a23626f8ef4|d2cb577f0f884de0117b3668|625c119dad5281c2d5eb5dc6|c543e525a21574f6bd95e8c1|5592c2bf129a66e947360c6e,1,1,1,1,0.4,0.2,1,1,671,1,
query_review_028,docs_vs/query-images/query_review_028_ao-so-mi-nu-tay-dai-form-rong-thoang-mat.webp,70e60ecff89e27906a220007,30c0c8dfa0be994a66075d74,70e60ecff89e27906a220007|30c0c8dfa0be994a66075d74|0400035ff551fd22c8553ce2|1484171a0ca7ff7ff92f8916|30bdd588b0aa1f48f6e5cc7d|9905aed6b4eecaaee1820d55|332652d8058ed6d111432680|76fe4f7aa5634a3ae8c50aa5|fe13c39f2822ad039266b3d5|6b72b7d33f9b8307c4a958eb,1,1,1,1,0.4,0.2,1,1,906,1,
query_review_029,docs_vs/query-images/query_review_029_ao-thu-dong-nam-ke-in-gau.webp,8bc2541158e2e3bfa15fb279,5592c2bf129a66e947360c6e|39d480990e008c1644c53637,8bc2541158e2e3bfa15fb279|39d480990e008c1644c53637|5592c2bf129a66e947360c6e|32736048dd640fb65fb85672|60b9b51ccbeb6fd062435f31|0400035ff551fd22c8553ce2|e9f86f8c63e8bc17b63394e8|30bdd588b0aa1f48f6e5cc7d|9905aed6b4eecaaee1820d55|c1e1bec70a763a23626f8ef4,1,1,1,1,0.6,0.3,1,1,925,1,
query_review_030,docs_vs/query-images/query_review_030_bo-do-the-thao-nam-ao-hoodie.webp,93afafa6bb59d52c9e2f5830,4e9d5511560c5355df2208f6|60b9b51ccbeb6fd062435f31,93afafa6bb59d52c9e2f5830|60b9b51ccbeb6fd062435f31|4e9d5511560c5355df2208f6|34f5c75b2394beb83245f8c1|1484171a0ca7ff7ff92f8916|bc492e32ec672b0d1f935789|f45af7b754ca9215eab57f8b|be06feea04eac8eb6fb1fdb4|9905aed6b4eecaaee1820d55|5e78226ed0a83b275a6f2758,1,1,1,1,0.6,0.3,1,1,827,1,
query_review_031,docs_vs/query-images/query_review_031_giay-luoi-nam-moccasin-da-mill-dai-khoa.webp,e1fe9750c86b5e745797c67c,7c3b641fffb394c64751a827|ee67e9563f46b5b35e3a9f52,e1fe9750c86b5e745797c67c|fa7fddf7ddb3a02795243825|4fd3fcbc958246290134d8d6|7c3b641fffb394c64751a827|ee67e9563f46b5b35e3a9f52|4161b1e8dea1c1a0b51e8701|bb042986a136fd0e5d1f5719|e9f86f8c63e8bc17b63394e8|0400035ff551fd22c8553ce2|83b1de630d040d81aadb8f2f,1,1,1,1,0.6,0.3,1,0.924133208028394,807,1,
query_review_032,docs_vs/query-images/query_review_032_quan-au-nu-lung-cao-ong-con-3-cuc.webp,8e259df3bc1a520b6bdd93f9,cd4cac0fe79ca49560e69cd1|e38db686365335c332f36264,8e259df3bc1a520b6bdd93f9|cd4cac0fe79ca49560e69cd1|2f5fa044af449c0a22678290|bc492e32ec672b0d1f935789|625c119dad5281c2d5eb5dc6|e38db686365335c332f36264|6b72b7d33f9b8307c4a958eb|76408a59f1605a5a4c5f9dd6|e1416f27eac0557c580933b5|34f5c75b2394beb83245f8c1,1,1,1,1,0.4,0.3,1,0.9651911745127936,900,1,
query_review_033,docs_vs/query-images/query_review_033_quan-baggy-nu-lung-cao-nano-gau-lo-ve.webp,2f5fa044af449c0a22678290,e38db686365335c332f36264|8e259df3bc1a520b6bdd93f9|cd4cac0fe79ca49560e69cd1,2f5fa044af449c0a22678290|8e259df3bc1a520b6bdd93f9|cd4cac0fe79ca49560e69cd1|e38db686365335c332f36264|bc492e32ec672b0d1f935789|625c119dad5281c2d5eb5dc6|70e60ecff89e27906a220007|76408a59f1605a5a4c5f9dd6|6b72b7d33f9b8307c4a958eb|e1416f27eac0557c580933b5,1,1,1,1,0.8,0.4,1,1,831,1,
query_review_034,docs_vs/query-images/query_review_034_quan-jeans-nam-slim-fit-theu-tui.webp,76408a59f1605a5a4c5f9dd6,,76408a59f1605a5a4c5f9dd6|625c119dad5281c2d5eb5dc6|bc492e32ec672b0d1f935789|8e259df3bc1a520b6bdd93f9|9905aed6b4eecaaee1820d55|5e78226ed0a83b275a6f2758|cd4cac0fe79ca49560e69cd1|2f5fa044af449c0a22678290|84d44f8e5a90390663e497b3|34f5c75b2394beb83245f8c1,1,1,1,1,0.2,0.1,1,1,679,1,
query_review_035,docs_vs/query-images/query_review_035_quan-kaki-nam-form-slim-cao-cap.webp,625c119dad5281c2d5eb5dc6,bc492e32ec672b0d1f935789,625c119dad5281c2d5eb5dc6|cd4cac0fe79ca49560e69cd1|8e259df3bc1a520b6bdd93f9|76408a59f1605a5a4c5f9dd6|bc492e32ec672b0d1f935789|84d44f8e5a90390663e497b3|34f5c75b2394beb83245f8c1|2f5fa044af449c0a22678290|c543e525a21574f6bd95e8c1|d2cb577f0f884de0117b3668,1,1,1,1,0.4,0.2,1,0.9327783893101107,831,1,
query_review_036,docs_vs/query-images/query_review_036_quan-the-thao-nam-gio-in-soc-phan-quang.webp,34f5c75b2394beb83245f8c1,,34f5c75b2394beb83245f8c1|60b9b51ccbeb6fd062435f31|4e9d5511560c5355df2208f6|625c119dad5281c2d5eb5dc6|bc492e32ec672b0d1f935789|93afafa6bb59d52c9e2f5830|be06feea04eac8eb6fb1fdb4|76408a59f1605a5a4c5f9dd6|d2cb577f0f884de0117b3668|8e259df3bc1a520b6bdd93f9,1,1,1,1,0.2,0.1,1,1,847,1,
query_review_037,docs_vs/query-images/query_review_037_ao-polo-nam-in-mau-tham-hut-mo-hoi-tot.webp,e4e8cf54a3b605a2f612804e,d6e9cd67019e329554bab6da,e4e8cf54a3b605a2f612804e|d6e9cd67019e329554bab6da|84d44f8e5a90390663e497b3|c543e525a21574f6bd95e8c1|83b1de630d040d81aadb8f2f|64771f5fa22fd93b81d5127c|39d480990e008c1644c53637|4030355657bc5e6c06d07e80|5592c2bf129a66e947360c6e|131567a730d3000059f1ad40,1,1,1,1,0.4,0.2,1,1,843,1,
query_review_038,docs_vs/query-images/query_review_038_ao-polo-nu-mat-chim-ke-ngang-nguc.webp,4030355657bc5e6c06d07e80,e4e8cf54a3b605a2f612804e|d6e9cd67019e329554bab6da,4030355657bc5e6c06d07e80|d6e9cd67019e329554bab6da|332652d8058ed6d111432680|017f7fcf7f0395d4f261c3fe|b33b4457d177bfc9f2617daf|e4e8cf54a3b605a2f612804e|c543e525a21574f6bd95e8c1|131567a730d3000059f1ad40|a0818c0c6efcf7d9e7cfb892|be06feea04eac8eb6fb1fdb4,1,1,1,1,0.4,0.3,1,0.9651911745127936,648,1,
query_review_039,docs_vs/query-images/query_review_039_ao-so-mi-nu-tay-ngan-dang-suong-dai.webp,30c0c8dfa0be994a66075d74,70e60ecff89e27906a220007,30c0c8dfa0be994a66075d74|70e60ecff89e27906a220007|76fe4f7aa5634a3ae8c50aa5|332652d8058ed6d111432680|e1416f27eac0557c580933b5|4030355657bc5e6c06d07e80|c0dae92879d2cd8592aae2c2|017f7fcf7f0395d4f261c3fe|be06feea04eac8eb6fb1fdb4|6b72b7d33f9b8307c4a958eb,1,1,1,1,0.4,0.2,1,1,586,1,
query_review_040,docs_vs/query-images/query_review_040_ao-thun-thu-dong-nam-hoa-tiet-ke-ngang-hien-dai.webp,39d480990e008c1644c53637,8bc2541158e2e3bfa15fb279|5592c2bf129a66e947360c6e,39d480990e008c1644c53637|5592c2bf129a66e947360c6e|32736048dd640fb65fb85672|8bc2541158e2e3bfa15fb279|e9f86f8c63e8bc17b63394e8|60b9b51ccbeb6fd062435f31|d6e9cd67019e329554bab6da|c1e1bec70a763a23626f8ef4|6b72b7d33f9b8307c4a958eb|84d44f8e5a90390663e497b3,1,1,1,1,0.6,0.3,1,0.9832184408687481,850,1,
query_review_041,docs_vs/query-images/query_review_041_bo-dong-nam-the-thao-co-ban.webp,4e9d5511560c5355df2208f6,93afafa6bb59d52c9e2f5830|60b9b51ccbeb6fd062435f31,4e9d5511560c5355df2208f6|60b9b51ccbeb6fd062435f31|93afafa6bb59d52c9e2f5830|d2cb577f0f884de0117b3668|34f5c75b2394beb83245f8c1|e9f86f8c63e8bc17b63394e8|c1e1bec70a763a23626f8ef4|be06feea04eac8eb6fb1fdb4|625c119dad5281c2d5eb5dc6|39d480990e008c1644c53637,1,1,1,1,0.6,0.3,1,1,632,1,
query_review_042,docs_vs/query-images/query_review_042_giay-nam-moccasin-da-saffiano-dai-khoa.webp,ee67e9563f46b5b35e3a9f52,e1fe9750c86b5e745797c67c|7c3b641fffb394c64751a827,ee67e9563f46b5b35e3a9f52|e1fe9750c86b5e745797c67c|7c3b641fffb394c64751a827|4fd3fcbc958246290134d8d6|fa7fddf7ddb3a02795243825|4161b1e8dea1c1a0b51e8701|bb042986a136fd0e5d1f5719|bc492e32ec672b0d1f935789|625c119dad5281c2d5eb5dc6|cd4cac0fe79ca49560e69cd1,1,1,1,1,0.6,0.3,1,1,839,1,
query_review_043,docs_vs/query-images/query_review_043_quan-au-nu-relax-pants-co-gian-4-chieu.webp,cd4cac0fe79ca49560e69cd1,8e259df3bc1a520b6bdd93f9|e38db686365335c332f36264|2f5fa044af449c0a22678290,cd4cac0fe79ca49560e69cd1|8e259df3bc1a520b6bdd93f9|2f5fa044af449c0a22678290|bc492e32ec672b0d1f935789|625c119dad5281c2d5eb5dc6|e38db686365335c332f36264|76408a59f1605a5a4c5f9dd6|6b72b7d33f9b8307c4a958eb|84d44f8e5a90390663e497b3|34f5c75b2394beb83245f8c1,1,1,1,1,0.6,0.4,1,0.9836747483501007,697,1,
query_review_044,docs_vs/query-images/query_review_044_ao-polo-nam-in-vach-nguc-phoi-mau.webp,d6e9cd67019e329554bab6da,e4e8cf54a3b605a2f612804e,d6e9cd67019e329554bab6da|e4e8cf54a3b605a2f612804e|84d44f8e5a90390663e497b3|4030355657bc5e6c06d07e80|c543e525a21574f6bd95e8c1|83b1de630d040d81aadb8f2f|39d480990e008c1644c53637|64771f5fa22fd93b81d5127c|8047a82a85d7078038eed86d|332652d8058ed6d111432680,1,1,1,1,0.4,0.2,1,1,883,1,
query_review_045,docs_vs/query-images/query_review_045_ao-polo-nu-mat-chim-solid-phoi-bo.webp,017f7fcf7f0395d4f261c3fe,332652d8058ed6d111432680|a0818c0c6efcf7d9e7cfb892|131567a730d3000059f1ad40,017f7fcf7f0395d4f261c3fe|131567a730d3000059f1ad40|332652d8058ed6d111432680|a0818c0c6efcf7d9e7cfb892|4030355657bc5e6c06d07e80|83b1de630d040d81aadb8f2f|84d44f8e5a90390663e497b3|c543e525a21574f6bd95e8c1|d6e9cd67019e329554bab6da|e4e8cf54a3b605a2f612804e,1,1,1,1,0.8,0.4,1,1,613,1,
query_review_046,docs_vs/query-images/query_review_046_giay-nam-penny-loafer-da-bo-tre-trung.webp,4161b1e8dea1c1a0b51e8701,4fd3fcbc958246290134d8d6|fa7fddf7ddb3a02795243825,4161b1e8dea1c1a0b51e8701|4fd3fcbc958246290134d8d6|fa7fddf7ddb3a02795243825|ee67e9563f46b5b35e3a9f52|e1fe9750c86b5e745797c67c|bb042986a136fd0e5d1f5719|7c3b641fffb394c64751a827|bc492e32ec672b0d1f935789|9905aed6b4eecaaee1820d55|ecc96b7d12b9ee473fea88f5,1,1,1,1,0.6,0.3,1,1,583,1,
query_review_047,docs_vs/query-images/query_review_047_ao-polo-nam-mat-chim-in-tran-hinh-hoc.webp,8047a82a85d7078038eed86d,,8047a82a85d7078038eed86d|84d44f8e5a90390663e497b3|d6e9cd67019e329554bab6da|c543e525a21574f6bd95e8c1|e4e8cf54a3b605a2f612804e|83b1de630d040d81aadb8f2f|5e78226ed0a83b275a6f2758|002b74340f878eb87e4ae306|9905aed6b4eecaaee1820d55|64771f5fa22fd93b81d5127c,1,1,1,1,0.2,0.1,1,1,804,1,
