queryId,queryImagePath,querySource,expectedProductIds,relevantProductIds,expectedCategoryId,expectedColor,difficulty,note
query_review_012,docs_vs/query-images/query_review_012_bo-do-nam-sportman.webp,catalog_seed_review,c1e1bec70a763a23626f8ef4,,84d9b69c98e6cf7b9ac4cff9,,easy,"Draft label, human review required. Bộ Đồ Nam Sportman (Bộ thể thao). Source: https://buggy.yodycdn.com/images/product/17b6ab5ca1299ebefb262d8e7a99ab55.webp"
query_review_013,docs_vs/query-images/query_review_013_bo-dong-nam-in-vach-ke.webp,catalog_seed_review,60b9b51ccbeb6fd062435f31,4e9d5511560c5355df2208f6,a41e68b96cad3e7a1fed8845,,easy,"Draft label, human review required. Bộ đông nam in vạch kẻ (Đồ bộ). Source: https://buggy.yodycdn.com/images/product/f5c7776f9d28c0c935d89a0e3483871f.webp"
query_review_014,docs_vs/query-images/query_review_014_bo-quan-ao-the-thao-nu-tham-hut-tot.webp,catalog_seed_review,be06feea04eac8eb6fb1fdb4,f45af7b754ca9215eab57f8b,9b2b9a45d0daff73d56ae251,,easy,"Draft label, human review required. Bộ Quần Áo Thể Thao Nữ Thấm Hút Tốt (Bộ thể thao). Source: https://buggy.yodycdn.com/images/product/f5baebf3ae89fb880f31467cef7650c7.webp"
query_review_015,docs_vs/query-images/query_review_015_do-bo-dui-nu-form-rong-co-v.webp,catalog_seed_review,f45af7b754ca9215eab57f8b,be06feea04eac8eb6fb1fdb4,353a6b754a244e9636d29f4e,,easy,"Draft label, human review required. Đồ Bộ Đùi Nữ Form Rộng Cổ V (Đồ bộ). Source: https://buggy.yodycdn.com/images/product/07240832d70022e454db057279da14a7.webp"
query_review_016,docs_vs/query-images/query_review_016_giay-luoi-nam-dai-ngang-da-nappa.webp,catalog_seed_review,7c3b641fffb394c64751a827,e1fe9750c86b5e745797c67c|ee67e9563f46b5b35e3a9f52,586c61789a581be481dac069,,easy,"Draft label, human review required. Giày Lười Nam Đai Ngang Da Nappa (Giày lười). Source: https://buggy.yodycdn.com/images/product/3a371cd6fa764250aca2a3824699227d.webp"
query_review_017,docs_vs/query-images/query_review_017_giay-nam-derby-da-bo-nappa-sang-trong.webp,catalog_seed_review,bb042986a136fd0e5d1f5719,,901c479b26ad38fd52a65b8a,,easy,"Draft label, human review required. Giày nam derby da bò nappa sang trọng (Giày / Dép khác). Source: https://buggy.yodycdn.com/images/product/0ee6c5908a16f0532f1332c11bc95c3b.webp"
query_review_018,docs_vs/query-images/query_review_018_giay-the-thao-nam-phoi-mau-nang-dong.webp,catalog_seed_review,ecc96b7d12b9ee473fea88f5,,d474e86f5750a85895a4a64d,,easy,"Draft label, human review required. Giày Thể Thao Nam Phối Màu Năng Động (Giày thể thao). Source: https://buggy.yodycdn.com/images/product/fbf89b0842954dc1ff106286776d0544.webp"
query_review_019,docs_vs/query-images/query_review_019_quan-au-nam-cap-chun-tien-loi.webp,catalog_seed_review,bc492e32ec672b0d1f935789,,12d215cd1e5ab12528c5ce7a,,easy,"Draft label, human review required. Quần Âu Nam Cạp Chun Tiện Lợi (Quần âu). Source: https://buggy.yodycdn.com/images/product/3b9e795547c6192356afc991ef2bd175.webp"
query_review_020,docs_vs/query-images/query_review_020_quan-au-nu-dang-suong-thoai-mai.webp,catalog_seed_review,e38db686365335c332f36264,cd4cac0fe79ca49560e69cd1|2f5fa044af449c0a22678290,cac1da5776adbdf5a8408fc1,,easy,"Draft label, human review required. Quần Âu Nữ Dáng Suông Thoải Mái (Quần âu). Source: https://buggy.yodycdn.com/images/product/e348704a43b048f4331410ffd54ba9c1.webp"
query_review_021,docs_vs/query-images/query_review_021_ao-giu-nhiet-nu-co-tron.webp,catalog_seed_review,30bdd588b0aa1f48f6e5cc7d,fe13c39f2822ad039266b3d5|6b72b7d33f9b8307c4a958eb,63fba99937d4e37a82bfa20f,,easy,"Draft label, human review required. Áo Giữ Nhiệt Nữ Cổ Tròn (Áo giữ nhiệt). Source: https://buggy.yodycdn.com/images/product/778831db11eb7ca2f6049fe59d131378.webp"
query_review_022,docs_vs/query-images/query_review_022_ao-hai-day-nu-lung-dan-cheo-tre-trung.webp,catalog_seed_review,c0dae92879d2cd8592aae2c2,e1416f27eac0557c580933b5,4f127f56012e9b1e215f38fb,,easy,"Draft label, human review required. Áo Hai Dây Nữ Lưng Đan Chéo Trẻ Trung (Áo hai dây). Source: https://buggy.yodycdn.com/images/product/4d5f4c180524d8891118c2217286cb22.webp"
query_review_023,docs_vs/query-images/query_review_023_ao-len-nu-gia-dinh-dang-om-xe-tay.webp,catalog_seed_review,6b72b7d33f9b8307c4a958eb,30bdd588b0aa1f48f6e5cc7d|fe13c39f2822ad039266b3d5,94266f90e20f823fbcb239a7,,easy,"Draft label, human review required. Áo len nữ gia đình dáng ôm xẻ tay (Áo len). Source: https://buggy.yodycdn.com/images/product/add65f83b68e862facf118f2a19185a7.webp"
query_review_024,docs_vs/query-images/query_review_024_ao-phong-nu-dang-suong-in-lung-ca-tinh.webp,catalog_seed_review,1484171a0ca7ff7ff92f8916,cc2777b8a0ea1455841f3d51,168770046e53a34e044f8eb0,,easy,"Draft label, human review required. Áo Phông Nữ Dáng Suông In Lưng Cá Tính (Áo thun). Source: https://buggy.yodycdn.com/images/product/61e84c2323f87d66d4d22d05828bea83.webp"
query_review_025,docs_vs/query-images/query_review_025_ao-polo-nam-basic-gia-dinh.webp,catalog_seed_review,5e78226ed0a83b275a6f2758,84d44f8e5a90390663e497b3|002b74340f878eb87e4ae306|83b1de630d040d81aadb8f2f|64771f5fa22fd93b81d5127c,43664554fe2d2ee1bd5ee884,,easy,"Draft label, human review required. Áo Polo nam basic gia đình (Áo polo). Source: https://buggy.yodycdn.com/images/product/1742d81c7f96080885958c3ad1e862a2.webp"
query_review_026,docs_vs/query-images/query_review_026_ao-polo-nu-cafe-to-ong-co-phoi-3-mau.webp,catalog_seed_review,131567a730d3000059f1ad40,017f7fcf7f0395d4f261c3fe|a0818c0c6efcf7d9e7cfb892|332652d8058ed6d111432680,69b494f8475f3a2bdd735e6a,,easy,"Draft label, human review required. Áo Polo Nữ Cafe Tổ Ong Cổ Phối 3 Màu (Áo polo). Source: https://buggy.yodycdn.com/images/product/a9ea6cb76fa509273e81f41434892582.webp"
query_review_027,docs_vs/query-images/query_review_027_ao-so-mi-nam-vai-nhung-theu-gau.webp,catalog_seed_review,0400035ff551fd22c8553ce2,9905aed6b4eecaaee1820d55,8222cbe39e8a7c96152f7a6a,,easy,"Draft label, human review required. Áo Sơ Mi Nam Vải Nhung Thêu Gấu (Áo sơ mi). Source: https://buggy.yodycdn.com/images/product/552eb3929c7eeaaed73b4ebb7af92a04.webp"
query_review_028,docs_vs/query-images/query_review_028_ao-so-mi-nu-tay-dai-form-rong-thoang-mat.webp,catalog_seed_review,70e60ecff89e27906a220007,30c0c8dfa0be994a66075d74,aa4a4d81f683b69913c3917a,,easy,"Draft label, human review required. Áo Sơ Mi Nữ Tay Dài Form Rộng Thoáng Mát (Áo sơ mi). Source: https://buggy.yodycdn.com/images/product/817e88cac2ad7e4daa787a33f8d03e71.webp"
query_review_029,docs_vs/query-images/query_review_029_ao-thu-dong-nam-ke-in-gau.webp,catalog_seed_review,8bc2541158e2e3bfa15fb279,5592c2bf129a66e947360c6e|39d480990e008c1644c53637,05e167d1e970fcae15532bbc,,easy,"Draft label, human review required. Áo thu đông nam kẻ in gấu (Hoodie / Áo nỉ). Source: https://buggy.yodycdn.com/images/product/2773888ce2aab77cfbc16713f2d4185b.webp"
query_review_030,docs_vs/query-images/query_review_030_bo-do-the-thao-nam-ao-hoodie.webp,catalog_seed_review,93afafa6bb59d52c9e2f5830,4e9d5511560c5355df2208f6|60b9b51ccbeb6fd062435f31,84d9b69c98e6cf7b9ac4cff9,,easy,"Draft label, human review required. Bộ đồ thể thao nam áo Hoodie (Bộ thể thao). Source: https://buggy.yodycdn.com/images/product/6ab971478eada62f8d34deebdbf1016c.webp"
query_review_031,docs_vs/query-images/query_review_031_giay-luoi-nam-moccasin-da-mill-dai-khoa.webp,catalog_seed_review,e1fe9750c86b5e745797c67c,7c3b641fffb394c64751a827|ee67e9563f46b5b35e3a9f52,586c61789a581be481dac069,,easy,"Draft label, human review required. Giày Lười Nam Moccasin Da Mill Đai Khóa (Giày lười). Source: https://buggy.yodycdn.com/images/product/b1a80c98610c21e1d53b5a39eb5618e7.webp"
query_review_032,docs_vs/query-images/query_review_032_quan-au-nu-lung-cao-ong-con-3-cuc.webp,catalog_seed_review,8e259df3bc1a520b6bdd93f9,cd4cac0fe79ca49560e69cd1|e38db686365335c332f36264,cac1da5776adbdf5a8408fc1,,easy,"Draft label, human review required. Quần Âu Nữ Lưng Cao Ống Côn 3 Cúc (Quần âu). Source: https://buggy.yodycdn.com/images/product/ed3496f14c475f9ba5e472d0319f22ee.webp"
query_review_033,docs_vs/query-images/query_review_033_quan-baggy-nu-lung-cao-nano-gau-lo-ve.webp,catalog_seed_review,2f5fa044af449c0a22678290,e38db686365335c332f36264|8e259df3bc1a520b6bdd93f9|cd4cac0fe79ca49560e69cd1,9b440a922f3625fa4ec34d21,,easy,"Draft label, human review required. Quần Baggy Nữ Lưng Cao Nano Gấu Lơ Vê (Quần baggy). Source: https://buggy.yodycdn.com/images/product/965f515ded31bc54c2c5df24fa905696.webp"
query_review_034,docs_vs/query-images/query_review_034_quan-jeans-nam-slim-fit-theu-tui.webp,catalog_seed_review,76408a59f1605a5a4c5f9dd6,,dec148ef376307c4b74ef56d,,easy,"Draft label, human review required. Quần Jeans Nam Slim Fit Thêu Túi (Quần jeans). Source: https://buggy.yodycdn.com/images/product/0e93813c5d0f4adfaac661ad970c3752.webp"
query_review_035,docs_vs/query-images/query_review_035_quan-kaki-nam-form-slim-cao-cap.webp,catalog_seed_review,625c119dad5281c2d5eb5dc6,bc492e32ec672b0d1f935789,96ecfd55e596c45115748b54,,easy,"Draft label, human review required. Quần Kaki Nam Form Slim Cao Cấp (Quần kaki). Source: https://buggy.yodycdn.com/images/product/4cd8b5184e92a0cda525203986088357.webp"
query_review_036,docs_vs/query-images/query_review_036_quan-the-thao-nam-gio-in-soc-phan-quang.webp,catalog_seed_review,34f5c75b2394beb83245f8c1,,bc486e516ad2e2d38334f0e9,,easy,"Draft label, human review required. Quần thể thao nam gió in sọc phản quang (Quần thể thao). Source: https://buggy.yodycdn.com/images/product/256e2be5da7a9c1e6aca2d3f0c8de32a.webp"
query_review_037,docs_vs/query-images/query_review_037_ao-polo-nam-in-mau-tham-hut-mo-hoi-tot.webp,catalog_seed_review,e4e8cf54a3b605a2f612804e,d6e9cd67019e329554bab6da,43664554fe2d2ee1bd5ee884,,easy,"Draft label, human review required. Áo Polo Nam In Màu Thấm Hút Mồ Hôi Tốt (Áo polo). Source: https://buggy.yodycdn.com/images/product/d3fdf95fd1e904568bfd493a6d452278.webp"
query_review_038,docs_vs/query-images/query_review_038_ao-polo-nu-mat-chim-ke-ngang-nguc.webp,catalog_seed_review,4030355657bc5e6c06d07e80,e4e8cf54a3b605a2f612804e|d6e9cd67019e329554bab6da,69b494f8475f3a2bdd735e6a,,easy,"Draft label, human review required. Áo Polo Nữ Mắt Chim Kẻ Ngang Ngực (Áo polo). Source: https://buggy.yodycdn.com/images/product/bab0319da84ad87d9335ebef84b75f76.webp"
query_review_039,docs_vs/query-images/query_review_039_ao-so-mi-nu-tay-ngan-dang-suong-dai.webp,catalog_seed_review,30c0c8dfa0be994a66075d74,70e60ecff89e27906a220007,aa4a4d81f683b69913c3917a,,easy,"Draft label, human review required. Áo Sơ Mi Nữ Tay Ngắn Dáng Suông Dài (Áo sơ mi). Source: https://buggy.yodycdn.com/images/product/32427f02455fde426a54fe49e7d43875.webp"
query_review_040,docs_vs/query-images/query_review_040_ao-thun-thu-dong-nam-hoa-tiet-ke-ngang-hien-dai.webp,catalog_seed_review,39d480990e008c1644c53637,8bc2541158e2e3bfa15fb279|5592c2bf129a66e947360c6e,05e167d1e970fcae15532bbc,,easy,"Draft label, human review required. Áo thun thu đông nam họa tiết kẻ ngang hiện đại (Hoodie / Áo nỉ). Source: https://buggy.yodycdn.com/images/product/98cfebbc77560e47ae903675c755cb40.webp"
query_review_041,docs_vs/query-images/query_review_041_bo-dong-nam-the-thao-co-ban.webp,catalog_seed_review,4e9d5511560c5355df2208f6,93afafa6bb59d52c9e2f5830|60b9b51ccbeb6fd062435f31,84d9b69c98e6cf7b9ac4cff9,,easy,"Draft label, human review required. Bộ đông nam thể thao cơ bản (Bộ thể thao). Source: https://buggy.yodycdn.com/images/product/df4fd910c6b43eac8437183c96e71e26.webp"
query_review_042,docs_vs/query-images/query_review_042_giay-nam-moccasin-da-saffiano-dai-khoa.webp,catalog_seed_review,ee67e9563f46b5b35e3a9f52,e1fe9750c86b5e745797c67c|7c3b641fffb394c64751a827,586c61789a581be481dac069,,easy,"Draft label, human review required. Giày Nam Moccasin Da Saffiano Đai Khóa (Giày lười). Source: https://buggy.yodycdn.com/images/product/1df8b0efdfd10fdb48ee53482397fb57.webp"
query_review_043,docs_vs/query-images/query_review_043_quan-au-nu-relax-pants-co-gian-4-chieu.webp,catalog_seed_review,cd4cac0fe79ca49560e69cd1,8e259df3bc1a520b6bdd93f9|e38db686365335c332f36264|2f5fa044af449c0a22678290,cac1da5776adbdf5a8408fc1,,easy,"Draft label, human review required. Quần Âu Nữ Relax Pants Co Giãn 4 Chiều (Quần âu). Source: https://buggy.yodycdn.com/images/product/eb195675359e8e577608a072b1244646.webp"
query_review_044,docs_vs/query-images/query_review_044_ao-polo-nam-in-vach-nguc-phoi-mau.webp,catalog_seed_review,d6e9cd67019e329554bab6da,e4e8cf54a3b605a2f612804e,43664554fe2d2ee1bd5ee884,,easy,"Draft label, human review required. Áo Polo Nam In Vạch Ngực Phối Màu (Áo polo). Source: https://buggy.yodycdn.com/images/product/0d53e3e979ca7342874c22080da8a213.webp"
query_review_045,docs_vs/query-images/query_review_045_ao-polo-nu-mat-chim-solid-phoi-bo.webp,catalog_seed_review,017f7fcf7f0395d4f261c3fe,332652d8058ed6d111432680|a0818c0c6efcf7d9e7cfb892|131567a730d3000059f1ad40,69b494f8475f3a2bdd735e6a,,easy,"Draft label, human review required. Áo Polo Nữ Mắt Chim Solid Phối Bo (Áo polo). Source: https://buggy.yodycdn.com/images/product/8b4c07a27daa51344f8169189033b3a5.webp"
query_review_046,docs_vs/query-images/query_review_046_giay-nam-penny-loafer-da-bo-tre-trung.webp,catalog_seed_review,4161b1e8dea1c1a0b51e8701,4fd3fcbc958246290134d8d6|fa7fddf7ddb3a02795243825,586c61789a581be481dac069,,easy,"Draft label, human review required. Giày Nam Penny Loafer Da  Bò Trẻ Trung (Giày lười). Source: https://buggy.yodycdn.com/images/product/4e15964799df107697e17a07c2467533.webp"
query_review_047,docs_vs/query-images/query_review_047_ao-polo-nam-mat-chim-in-tran-hinh-hoc.webp,catalog_seed_review,8047a82a85d7078038eed86d,,43664554fe2d2ee1bd5ee884,,easy,"Draft label, human review required. Áo polo nam mắt chim in tràn hình học (Áo polo). Source: https://buggy.yodycdn.com/images/product/b613729093923283d17e5e821958d17e.webp"
query_review_048,docs_vs/query-images/query_review_048_ao-polo-nu-modal-phoi-ke.webp,catalog_seed_review,b33b4457d177bfc9f2617daf,,69b494f8475f3a2bdd735e6a,,easy,"Draft label, human review required. Áo Polo Nữ Modal Phối Kẻ (Áo polo). Source: https://buggy.yodycdn.com/images/product/990bb820045dba7443a441ded265b52d.webp"
query_review_049,docs_vs/query-images/query_review_049_giay-nam-penny-loafer-da-bo-nappa-cao-cap.webp,catalog_seed_review,4fd3fcbc958246290134d8d6,4161b1e8dea1c1a0b51e8701|fa7fddf7ddb3a02795243825,586c61789a581be481dac069,,easy,"Draft label, human review required. Giầy nam penny loafer da bò nappa cao cấp (Giày lười). Source: https://buggy.yodycdn.com/images/product/bcdc928e015ec7730df91be54aed3417.webp"
query_review_050,docs_vs/query-images/query_review_050_ao-polo-nam-mat-chim-in-tui.webp,catalog_seed_review,c543e525a21574f6bd95e8c1,d6e9cd67019e329554bab6da|e4e8cf54a3b605a2f612804e,43664554fe2d2ee1bd5ee884,,easy,"Draft label, human review required. Áo Polo Nam Mắt Chim In Túi (Áo polo). Source: https://buggy.yodycdn.com/images/product/d2f2c30fecdbaad01c8a1eff1f5da28e.webp"
