queryId,queryImagePath,querySource,expectedProductIds,relevantProductIds,expectedCategoryId,expectedColor,difficulty,note
auto_gallery_039,https://buggy.yodycdn.com/images/product/bab0319da84ad87d9335ebef84b75f76.webp,gallery_auto,4030355657bc5e6c06d07e80,,69b494f8475f3a2bdd735e6a,,easy,Auto label từ gallery: Áo Polo Nữ Mắt Chim Kẻ Ngang Ngực (Áo polo)
auto_gallery_040,https://buggy.yodycdn.com/images/product/32427f02455fde426a54fe49e7d43875.webp,gallery_auto,30c0c8dfa0be994a66075d74,,aa4a4d81f683b69913c3917a,,easy,Auto label từ gallery: Áo Sơ Mi Nữ Tay Ngắn Dáng Suông Dài (Áo sơ mi)
auto_gallery_041,https://buggy.yodycdn.com/images/product/df4fd910c6b43eac8437183c96e71e26.webp,gallery_auto,4e9d5511560c5355df2208f6,,84d9b69c98e6cf7b9ac4cff9,,easy,Auto label từ gallery: Bộ đông nam thể thao cơ bản (Bộ thể thao)
auto_gallery_042,https://buggy.yodycdn.com/images/product/1df8b0efdfd10fdb48ee53482397fb57.webp,gallery_auto,ee67e9563f46b5b35e3a9f52,,586c61789a581be481dac069,,easy,Auto label từ gallery: Giày Nam Moccasin Da Saffiano Đai Khóa (Giày lười)
auto_gallery_043,https://buggy.yodycdn.com/images/product/eb195675359e8e577608a072b1244646.webp,gallery_auto,cd4cac0fe79ca49560e69cd1,,cac1da5776adbdf5a8408fc1,,easy,Auto label từ gallery: Quần Âu Nữ Relax Pants Co Giãn 4 Chiều (Quần âu)
auto_gallery_044,https://buggy.yodycdn.com/images/product/0d53e3e979ca7342874c22080da8a213.webp,gallery_auto,d6e9cd67019e329554bab6da,,43664554fe2d2ee1bd5ee884,,easy,Auto label từ gallery: Áo Polo Nam In Vạch Ngực Phối Màu (Áo polo)
auto_gallery_045,https://buggy.yodycdn.com/images/product/8b4c07a27daa51344f8169189033b3a5.webp,gallery_auto,017f7fcf7f0395d4f261c3fe,,69b494f8475f3a2bdd735e6a,,easy,Auto label từ gallery: Áo Polo Nữ Mắt Chim Solid Phối Bo (Áo polo)
auto_gallery_046,https://buggy.yodycdn.com/images/product/4e15964799df107697e17a07c2467533.webp,gallery_auto,4161b1e8dea1c1a0b51e8701,,586c61789a581be481dac069,,easy,Auto label từ gallery: Giày Nam Penny Loafer Da  Bò Trẻ Trung (Giày lười)
auto_gallery_047,https://buggy.yodycdn.com/images/product/b613729093923283d17e5e821958d17e.webp,gallery_auto,8047a82a85d7078038eed86d,,43664554fe2d2ee1bd5ee884,,easy,Auto label từ gallery: Áo polo nam mắt chim in tràn hình học (Áo polo)
auto_gallery_048,https://buggy.yodycdn.com/images/product/990bb820045dba7443a441ded265b52d.webp,gallery_auto,b33b4457d177bfc9f2617daf,,69b494f8475f3a2bdd735e6a,,easy,Auto label từ gallery: Áo Polo Nữ Modal Phối Kẻ (Áo polo)
auto_gallery_049,https://buggy.yodycdn.com/images/product/13bc40233eff5fda4f4ad1a2afc169d1.webp,gallery_auto,fa7fddf7ddb3a02795243825,,586c61789a581be481dac069,,easy,Auto label từ gallery: Giày Slipon Nam Da Nappa Cao Cấp Đế Mềm (Giày lười)
auto_gallery_050,https://buggy.yodycdn.com/images/product/d2f2c30fecdbaad01c8a1eff1f5da28e.webp,gallery_auto,c543e525a21574f6bd95e8c1,,43664554fe2d2ee1bd5ee884,,easy,Auto label từ gallery: Áo Polo Nam Mắt Chim In Túi (Áo polo)
