queryId,queryImagePath,expectedProductIds,relevantProductIds,returnedProductIds,firstRelevantRank,recallAt1,recallAt5,recallAt10,precisionAt5,precisionAt10,reciprocalRank,ndcgAt10,latencyMs,topScore,error
df_query_0043,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000167/01_7_additional.jpg,id_00000167,,id_00000167|id_00000193|id_00001008|id_00000226|id_00000390|id_00002268|id_00001042|id_00000661|id_00000846|id_00003064,1,1,1,1,0.2,0.1,1,1,172,0.85383488013663,
df_query_0044,docs_vs/deepfashion-subset/images/MEN/Denim/id_00000182/01_7_additional.jpg,id_00000182,,id_00000826|id_00000313|id_00000182|id_00000836|id_00000339|id_00000390|id_00000296|id_00002559|id_00000256|id_00001315,3,0,1,1,0.2,0.1,0.3333333333333333,0.5,165,0.7475500909654722,
df_query_0045,docs_vs/deepfashion-subset/images/WOMEN/Skirts/id_00000439/02_2_side.jpg,id_00000439,,id_00000439|id_00000440|id_00000540|id_00000611|id_00000631|id_00000338|id_00000526|id_00000035|id_00000500|id_00000148,1,1,1,1,0.2,0.1,1,1,174,0.8693383157340535,
df_query_0046,docs_vs/deepfashion-subset/images/MEN/Shorts/id_00000524/01_7_additional.jpg,id_00000524,,id_00000524|id_00001375|id_00001092|id_00000470|id_00000855|id_00000638|id_00000063|id_00000730|id_00000052|id_00001198,1,1,1,1,0.2,0.1,1,1,175,0.9973798768634775,
df_query_0047,docs_vs/deepfashion-subset/images/WOMEN/Blouses_Shirts/id_00000015/02_1_front.jpg,id_00000015,,id_00000015|id_00000424|id_00000102|id_00000119|id_00000108|id_00000303|id_00000239|id_00000629|id_00000026|id_00000040,1,1,1,1,0.2,0.1,1,1,162,0.9088094930881305,
df_query_0048,docs_vs/deepfashion-subset/images/WOMEN/Tees_Tanks/id_00000007/01_6_flat.jpg,id_00000007,,id_00000007|id_00000296|id_00000305|id_00000345|id_00000504|id_00000911|id_00000299|id_00000867|id_00001070|id_00001375,1,1,1,1,0.2,0.1,1,1,159,0.849246115812555,
df_query_0049,docs_vs/deepfashion-subset/images/WOMEN/Dresses/id_00000011/02_3_back.jpg,id_00000011,,id_00000011|id_00000868|id_00000034|id_00000191|id_00000820|id_00000077|id_00000169|id_00000073|id_00000021|id_00000173,1,1,1,1,0.2,0.1,1,1,164,0.8654322196423561,
df_query_0050,docs_vs/deepfashion-subset/images/MEN/Sweaters/id_00000016/01_7_additional.jpg,id_00000016,,id_00000016|id_00000562|id_00000321|id_00001462|id_00000898|id_00000192|id_00000650|id_00000711|id_00000396|id_00000313,1,1,1,1,0.2,0.1,1,1,154,0.8791130310826273,
df_query_0051,docs_vs/deepfashion-subset/images/WOMEN/Graphic_Tees/id_00000046/01_2_side.jpg,id_00000046,,id_00000046|id_00000113|id_00000801|id_00000959|id_00000341|id_00001150|id_00000177|id_00000449|id_00000733|id_00001070,1,1,1,1,0.2,0.1,1,1,163,0.7999674965259373,
df_query_0052,docs_vs/deepfashion-subset/images/WOMEN/Pants/id_00000029/06_2_side.jpg,id_00000029,,id_00000029|id_00002945|id_00001367|id_00000360|id_00001449|id_00001865|id_00002463|id_00001293|id_00000730|id_00001256,1,1,1,1,0.2,0.1,1,1,166,0.8605831977199939,
df_query_0053,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000119/02_1_front.jpg,id_00000119,,id_00000119|id_00000303|id_00001046|id_00000526|id_00000424|id_00001206|id_00001099|id_00000851|id_00000628|id_00000235,1,1,1,1,0.2,0.1,1,1,164,0.9007467266077145,
df_query_0054,docs_vs/deepfashion-subset/images/MEN/Tees_Tanks/id_00000045/01_7_additional.jpg,id_00000045,,id_00000045|id_00000223|id_00000242|id_00000312|id_00000145|id_00000226|id_00000193|id_00000167|id_00000754|id_00000305,1,1,1,1,0.2,0.1,1,1,157,0.8523775137838097,
df_query_0055,docs_vs/deepfashion-subset/images/WOMEN/Rompers_Jumpsuits/id_00000050/03_1_front.jpg,id_00000050,,id_00000050|id_00000663|id_00000077|id_00000868|id_00000820|id_00000034|id_00000441|id_00000908|id_00000499|id_00000654,1,1,1,1,0.2,0.1,1,1,162,0.8777926311591558,
df_query_0056,docs_vs/deepfashion-subset/images/WOMEN/Jackets_Coats/id_00000058/02_3_back.jpg,id_00000058,,id_00000058|id_00000420|id_00000628|id_00000874|id_00001249|id_00000017|id_00000928|id_00000664|id_00000845|id_00000777,1,1,1,1,0.2,0.1,1,1,161,0.8516961713643664,
df_query_0057,docs_vs/deepfashion-subset/images/WOMEN/Denim/id_00000360/01_1_front.jpg,id_00000360,,id_00000360|id_00001249|id_00000099|id_00000187|id_00000590|id_00001564|id_00000186|id_00004319|id_00000659|id_00002945,1,1,1,1,0.2,0.1,1,1,163,0.8483954311884809,
df_query_0058,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000256/02_1_front.jpg,id_00000256,,id_00000256|id_00001207|id_00000182|id_00000313|id_00000826|id_00001198|id_00001092|id_00000353|id_00001375|id_00000470,1,1,1,1,0.2,0.1,1,1,202,0.8846386158913458,
df_query_0059,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/04_7_additional.jpg,id_00000084,,id_00000084|id_00000971|id_00001654|id_00002977|id_00003060|id_00002268|id_00000146|id_00006299|id_00002115|id_00004606,1,1,1,1,0.2,0.1,1,1,174,0.8433592670953152,
df_query_0060,docs_vs/deepfashion-subset/images/MEN/Suiting/id_00000270/01_4_full.jpg,id_00000270,,id_00000270|id_00000836|id_00000846|id_00001315|id_00001468|id_00000256|id_00001198|id_00001207|id_00000938|id_00000826,1,1,1,1,0.2,0.1,1,1,164,0.8089906259381073,
df_query_0061,docs_vs/deepfashion-subset/images/WOMEN/Sweaters/id_00000098/02_7_additional.jpg,id_00000098,,id_00000098|id_00000217|id_00000709|id_00000779|id_00000804|id_00000845|id_00000656|id_00000119|id_00000664|id_00000320,1,1,1,1,0.2,0.1,1,1,163,0.7660800848849347,
df_query_0062,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/02_2_side.jpg,id_00000103,,id_00000103|id_00000176|id_00000580|id_00000424|id_00000131|id_00000576|id_00000489|id_00000526|id_00000144|id_00003647,1,1,1,1,0.2,0.1,1,1,189,0.8910755961840257,
df_query_0063,docs_vs/deepfashion-subset/images/WOMEN/Sweatshirts_Hoodies/id_00000139/02_6_flat.jpg,id_00000139,,id_00000177|id_00000746|id_00000246|id_00000139|id_00000342|id_00000801|id_00000332|id_00000928|id_00000125|id_00000986,4,0,1,1,0.2,0.1,0.25,0.4306765580733931,173,0.651475295882006,
df_query_0064,docs_vs/deepfashion-subset/images/MEN/Sweatshirts_Hoodies/id_00000146/02_7_additional.jpg,id_00000146,,id_00000146|id_00003064|id_00000167|id_00002115|id_00000746|id_00003225|id_00000390|id_00001042|id_00002977|id_00000294,1,1,1,1,0.2,0.1,1,1,167,0.8964649870394928,
df_query_0065,docs_vs/deepfashion-subset/images/WOMEN/Leggings/id_00000286/01_1_front.jpg,id_00000286,,id_00000286|id_00002971|id_00003647|id_00000099|id_00002674|id_00000437|id_00000624|id_00001398|id_00002852|id_00001099,1,1,1,1,0.2,0.1,1,1,162,0.8324166030810795,
df_query_0066,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/04_1_front.jpg,id_00000193,,id_00001509|id_00000193|id_00000661|id_00000541|id_00001008|id_00001088|id_00001462|id_00001315|id_00000204|id_00000859,2,0,1,1,0.2,0.1,0.5,0.6309297535714574,159,0.865239006159774,
df_query_0067,docs_vs/deepfashion-subset/images/MEN/Denim/id_00000265/01_1_front.jpg,id_00000265,,id_00000265|id_00000242|id_00000226|id_00000826|id_00000846|id_00000638|id_00000045|id_00000313|id_00000296|id_00000991,1,1,1,1,0.2,0.1,1,1,162,0.9129218998727459,
df_query_0068,docs_vs/deepfashion-subset/images/WOMEN/Skirts/id_00000439/02_7_additional.jpg,id_00000439,,id_00000439|id_00000440|id_00000611|id_00000631|id_00000540|id_00000525|id_00000139|id_00000148|id_00000586|id_00000576,1,1,1,1,0.2,0.1,1,1,162,0.9018923067806872,
df_query_0069,docs_vs/deepfashion-subset/images/MEN/Shorts/id_00000524/03_1_front.jpg,id_00000524,,id_00000524|id_00000638|id_00000582|id_00001221|id_00000991|id_00000816|id_00001375|id_00000655|id_00000855|id_00001082,1,1,1,1,0.2,0.1,1,1,165,0.9018654065031027,
df_query_0070,docs_vs/deepfashion-subset/images/WOMEN/Blouses_Shirts/id_00000015/02_3_back.jpg,id_00000015,,id_00000015|id_00000303|id_00000031|id_00000119|id_00000171|id_00000239|id_00001046|id_00000424|id_00000629|id_00000292,1,1,1,1,0.2,0.1,1,1,167,0.8899858547746723,
