galleryImageId,productId,imagePath,imageSource,productName,categoryName,itemId,split,note
deepfashion:WOMEN_Graphic_Tees_id_00000019_01_1_front,id_00000019,docs_vs/deepfashion-subset/images/WOMEN/Graphic_Tees/id_00000019/01_1_front.jpg,deepfashion_gallery,id_00000019,WOMEN/Graphic_Tees,id_00000019,gallery,img/WOMEN/Graphic_Tees/id_00000019/01_1_front.jpg
deepfashion:WOMEN_Graphic_Tees_id_00000019_01_4_full,id_00000019,docs_vs/deepfashion-subset/images/WOMEN/Graphic_Tees/id_00000019/01_4_full.jpg,deepfashion_gallery,id_00000019,WOMEN/Graphic_Tees,id_00000019,gallery,img/WOMEN/Graphic_Tees/id_00000019/01_4_full.jpg
deepfashion:WOMEN_Pants_id_00000029_04_1_front,id_00000029,docs_vs/deepfashion-subset/images/WOMEN/Pants/id_00000029/04_1_front.jpg,deepfashion_gallery,id_00000029,WOMEN/Pants,id_00000029,gallery,img/WOMEN/Pants/id_00000029/04_1_front.jpg
deepfashion:WOMEN_Pants_id_00000029_04_2_side,id_00000029,docs_vs/deepfashion-subset/images/WOMEN/Pants/id_00000029/04_2_side.jpg,deepfashion_gallery,id_00000029,WOMEN/Pants,id_00000029,gallery,img/WOMEN/Pants/id_00000029/04_2_side.jpg
deepfashion:WOMEN_Pants_id_00000029_04_7_additional,id_00000029,docs_vs/deepfashion-subset/images/WOMEN/Pants/id_00000029/04_7_additional.jpg,deepfashion_gallery,id_00000029,WOMEN/Pants,id_00000029,gallery,img/WOMEN/Pants/id_00000029/04_7_additional.jpg
deepfashion:WOMEN_Pants_id_00000029_06_3_back,id_00000029,docs_vs/deepfashion-subset/images/WOMEN/Pants/id_00000029/06_3_back.jpg,deepfashion_gallery,id_00000029,WOMEN/Pants,id_00000029,gallery,img/WOMEN/Pants/id_00000029/06_3_back.jpg
deepfashion:WOMEN_Cardigans_id_00000036_02_1_front,id_00000036,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000036/02_1_front.jpg,deepfashion_gallery,id_00000036,WOMEN/Cardigans,id_00000036,gallery,img/WOMEN/Cardigans/id_00000036/02_1_front.jpg
deepfashion:WOMEN_Cardigans_id_00000036_02_2_side,id_00000036,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000036/02_2_side.jpg,deepfashion_gallery,id_00000036,WOMEN/Cardigans,id_00000036,gallery,img/WOMEN/Cardigans/id_00000036/02_2_side.jpg
deepfashion:MEN_Tees_Tanks_id_00000045_01_1_front,id_00000045,docs_vs/deepfashion-subset/images/MEN/Tees_Tanks/id_00000045/01_1_front.jpg,deepfashion_gallery,id_00000045,MEN/Tees_Tanks,id_00000045,gallery,img/MEN/Tees_Tanks/id_00000045/01_1_front.jpg
deepfashion:MEN_Tees_Tanks_id_00000045_01_4_full,id_00000045,docs_vs/deepfashion-subset/images/MEN/Tees_Tanks/id_00000045/01_4_full.jpg,deepfashion_gallery,id_00000045,MEN/Tees_Tanks,id_00000045,gallery,img/MEN/Tees_Tanks/id_00000045/01_4_full.jpg
deepfashion:WOMEN_Graphic_Tees_id_00000046_01_1_front,id_00000046,docs_vs/deepfashion-subset/images/WOMEN/Graphic_Tees/id_00000046/01_1_front.jpg,deepfashion_gallery,id_00000046,WOMEN/Graphic_Tees,id_00000046,gallery,img/WOMEN/Graphic_Tees/id_00000046/01_1_front.jpg
deepfashion:WOMEN_Graphic_Tees_id_00000046_01_3_back,id_00000046,docs_vs/deepfashion-subset/images/WOMEN/Graphic_Tees/id_00000046/01_3_back.jpg,deepfashion_gallery,id_00000046,WOMEN/Graphic_Tees,id_00000046,gallery,img/WOMEN/Graphic_Tees/id_00000046/01_3_back.jpg
deepfashion:WOMEN_Rompers_Jumpsuits_id_00000050_02_1_front,id_00000050,docs_vs/deepfashion-subset/images/WOMEN/Rompers_Jumpsuits/id_00000050/02_1_front.jpg,deepfashion_gallery,id_00000050,WOMEN/Rompers_Jumpsuits,id_00000050,gallery,img/WOMEN/Rompers_Jumpsuits/id_00000050/02_1_front.jpg
deepfashion:WOMEN_Rompers_Jumpsuits_id_00000050_02_7_additional,id_00000050,docs_vs/deepfashion-subset/images/WOMEN/Rompers_Jumpsuits/id_00000050/02_7_additional.jpg,deepfashion_gallery,id_00000050,WOMEN/Rompers_Jumpsuits,id_00000050,gallery,img/WOMEN/Rompers_Jumpsuits/id_00000050/02_7_additional.jpg
deepfashion:WOMEN_Rompers_Jumpsuits_id_00000050_03_3_back,id_00000050,docs_vs/deepfashion-subset/images/WOMEN/Rompers_Jumpsuits/id_00000050/03_3_back.jpg,deepfashion_gallery,id_00000050,WOMEN/Rompers_Jumpsuits,id_00000050,gallery,img/WOMEN/Rompers_Jumpsuits/id_00000050/03_3_back.jpg
deepfashion:WOMEN_Jackets_Coats_id_00000054_01_1_front,id_00000054,docs_vs/deepfashion-subset/images/WOMEN/Jackets_Coats/id_00000054/01_1_front.jpg,deepfashion_gallery,id_00000054,WOMEN/Jackets_Coats,id_00000054,gallery,img/WOMEN/Jackets_Coats/id_00000054/01_1_front.jpg
deepfashion:WOMEN_Jackets_Coats_id_00000054_01_3_back,id_00000054,docs_vs/deepfashion-subset/images/WOMEN/Jackets_Coats/id_00000054/01_3_back.jpg,deepfashion_gallery,id_00000054,WOMEN/Jackets_Coats,id_00000054,gallery,img/WOMEN/Jackets_Coats/id_00000054/01_3_back.jpg
deepfashion:WOMEN_Denim_id_00000055_04_2_side,id_00000055,docs_vs/deepfashion-subset/images/WOMEN/Denim/id_00000055/04_2_side.jpg,deepfashion_gallery,id_00000055,WOMEN/Denim,id_00000055,gallery,img/WOMEN/Denim/id_00000055/04_2_side.jpg
deepfashion:WOMEN_Denim_id_00000055_04_3_back,id_00000055,docs_vs/deepfashion-subset/images/WOMEN/Denim/id_00000055/04_3_back.jpg,deepfashion_gallery,id_00000055,WOMEN/Denim,id_00000055,gallery,img/WOMEN/Denim/id_00000055/04_3_back.jpg
deepfashion:WOMEN_Jackets_Coats_id_00000058_02_1_front,id_00000058,docs_vs/deepfashion-subset/images/WOMEN/Jackets_Coats/id_00000058/02_1_front.jpg,deepfashion_gallery,id_00000058,WOMEN/Jackets_Coats,id_00000058,gallery,img/WOMEN/Jackets_Coats/id_00000058/02_1_front.jpg
deepfashion:WOMEN_Jackets_Coats_id_00000058_02_2_side,id_00000058,docs_vs/deepfashion-subset/images/WOMEN/Jackets_Coats/id_00000058/02_2_side.jpg,deepfashion_gallery,id_00000058,WOMEN/Jackets_Coats,id_00000058,gallery,img/WOMEN/Jackets_Coats/id_00000058/02_2_side.jpg
deepfashion:MEN_Pants_id_00000063_02_1_front,id_00000063,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000063/02_1_front.jpg,deepfashion_gallery,id_00000063,MEN/Pants,id_00000063,gallery,img/MEN/Pants/id_00000063/02_1_front.jpg
deepfashion:MEN_Pants_id_00000063_02_3_back,id_00000063,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000063/02_3_back.jpg,deepfashion_gallery,id_00000063,MEN/Pants,id_00000063,gallery,img/MEN/Pants/id_00000063/02_3_back.jpg
deepfashion:MEN_Jackets_Vests_id_00000084_04_1_front,id_00000084,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/04_1_front.jpg,deepfashion_gallery,id_00000084,MEN/Jackets_Vests,id_00000084,gallery,img/MEN/Jackets_Vests/id_00000084/04_1_front.jpg
deepfashion:MEN_Jackets_Vests_id_00000084_05_2_side,id_00000084,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/05_2_side.jpg,deepfashion_gallery,id_00000084,MEN/Jackets_Vests,id_00000084,gallery,img/MEN/Jackets_Vests/id_00000084/05_2_side.jpg
deepfashion:MEN_Jackets_Vests_id_00000084_05_3_back,id_00000084,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/05_3_back.jpg,deepfashion_gallery,id_00000084,MEN/Jackets_Vests,id_00000084,gallery,img/MEN/Jackets_Vests/id_00000084/05_3_back.jpg
deepfashion:MEN_Jackets_Vests_id_00000084_05_7_additional,id_00000084,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/05_7_additional.jpg,deepfashion_gallery,id_00000084,MEN/Jackets_Vests,id_00000084,gallery,img/MEN/Jackets_Vests/id_00000084/05_7_additional.jpg
deepfashion:MEN_Jackets_Vests_id_00000084_07_1_front,id_00000084,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/07_1_front.jpg,deepfashion_gallery,id_00000084,MEN/Jackets_Vests,id_00000084,gallery,img/MEN/Jackets_Vests/id_00000084/07_1_front.jpg
deepfashion:MEN_Jackets_Vests_id_00000084_07_2_side,id_00000084,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/07_2_side.jpg,deepfashion_gallery,id_00000084,MEN/Jackets_Vests,id_00000084,gallery,img/MEN/Jackets_Vests/id_00000084/07_2_side.jpg
deepfashion:MEN_Jackets_Vests_id_00000084_07_7_additional,id_00000084,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/07_7_additional.jpg,deepfashion_gallery,id_00000084,MEN/Jackets_Vests,id_00000084,gallery,img/MEN/Jackets_Vests/id_00000084/07_7_additional.jpg
deepfashion:MEN_Jackets_Vests_id_00000084_08_2_side,id_00000084,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/08_2_side.jpg,deepfashion_gallery,id_00000084,MEN/Jackets_Vests,id_00000084,gallery,img/MEN/Jackets_Vests/id_00000084/08_2_side.jpg
deepfashion:MEN_Jackets_Vests_id_00000094_01_2_side,id_00000094,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000094/01_2_side.jpg,deepfashion_gallery,id_00000094,MEN/Jackets_Vests,id_00000094,gallery,img/MEN/Jackets_Vests/id_00000094/01_2_side.jpg
deepfashion:MEN_Jackets_Vests_id_00000094_02_2_side,id_00000094,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000094/02_2_side.jpg,deepfashion_gallery,id_00000094,MEN/Jackets_Vests,id_00000094,gallery,img/MEN/Jackets_Vests/id_00000094/02_2_side.jpg
deepfashion:MEN_Jackets_Vests_id_00000094_02_3_back,id_00000094,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000094/02_3_back.jpg,deepfashion_gallery,id_00000094,MEN/Jackets_Vests,id_00000094,gallery,img/MEN/Jackets_Vests/id_00000094/02_3_back.jpg
deepfashion:MEN_Jackets_Vests_id_00000094_04_2_side,id_00000094,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000094/04_2_side.jpg,deepfashion_gallery,id_00000094,MEN/Jackets_Vests,id_00000094,gallery,img/MEN/Jackets_Vests/id_00000094/04_2_side.jpg
deepfashion:MEN_Jackets_Vests_id_00000094_04_3_back,id_00000094,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000094/04_3_back.jpg,deepfashion_gallery,id_00000094,MEN/Jackets_Vests,id_00000094,gallery,img/MEN/Jackets_Vests/id_00000094/04_3_back.jpg
deepfashion:MEN_Jackets_Vests_id_00000094_04_7_additional,id_00000094,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000094/04_7_additional.jpg,deepfashion_gallery,id_00000094,MEN/Jackets_Vests,id_00000094,gallery,img/MEN/Jackets_Vests/id_00000094/04_7_additional.jpg
deepfashion:WOMEN_Sweaters_id_00000098_02_3_back,id_00000098,docs_vs/deepfashion-subset/images/WOMEN/Sweaters/id_00000098/02_3_back.jpg,deepfashion_gallery,id_00000098,WOMEN/Sweaters,id_00000098,gallery,img/WOMEN/Sweaters/id_00000098/02_3_back.jpg
deepfashion:WOMEN_Sweaters_id_00000098_02_4_full,id_00000098,docs_vs/deepfashion-subset/images/WOMEN/Sweaters/id_00000098/02_4_full.jpg,deepfashion_gallery,id_00000098,WOMEN/Sweaters,id_00000098,gallery,img/WOMEN/Sweaters/id_00000098/02_4_full.jpg
deepfashion:WOMEN_Shorts_id_00000103_01_2_side,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/01_2_side.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/01_2_side.jpg
deepfashion:WOMEN_Shorts_id_00000103_01_7_additional,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/01_7_additional.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/01_7_additional.jpg
deepfashion:WOMEN_Shorts_id_00000103_02_1_front,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/02_1_front.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/02_1_front.jpg
deepfashion:WOMEN_Shorts_id_00000103_02_3_back,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/02_3_back.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/02_3_back.jpg
deepfashion:WOMEN_Shorts_id_00000103_03_1_front,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/03_1_front.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/03_1_front.jpg
deepfashion:WOMEN_Shorts_id_00000103_03_2_side,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/03_2_side.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/03_2_side.jpg
deepfashion:WOMEN_Shorts_id_00000103_03_7_additional,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/03_7_additional.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/03_7_additional.jpg
deepfashion:WOMEN_Shorts_id_00000103_04_1_front,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/04_1_front.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/04_1_front.jpg
deepfashion:WOMEN_Shorts_id_00000103_04_2_side,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/04_2_side.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/04_2_side.jpg
deepfashion:WOMEN_Shorts_id_00000103_05_1_front,id_00000103,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/05_1_front.jpg,deepfashion_gallery,id_00000103,WOMEN/Shorts,id_00000103,gallery,img/WOMEN/Shorts/id_00000103/05_1_front.jpg
deepfashion:WOMEN_Cardigans_id_00000119_02_2_side,id_00000119,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000119/02_2_side.jpg,deepfashion_gallery,id_00000119,WOMEN/Cardigans,id_00000119,gallery,img/WOMEN/Cardigans/id_00000119/02_2_side.jpg
deepfashion:WOMEN_Cardigans_id_00000119_02_3_back,id_00000119,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000119/02_3_back.jpg,deepfashion_gallery,id_00000119,WOMEN/Cardigans,id_00000119,gallery,img/WOMEN/Cardigans/id_00000119/02_3_back.jpg
deepfashion:WOMEN_Cardigans_id_00000119_02_7_additional,id_00000119,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000119/02_7_additional.jpg,deepfashion_gallery,id_00000119,WOMEN/Cardigans,id_00000119,gallery,img/WOMEN/Cardigans/id_00000119/02_7_additional.jpg
deepfashion:WOMEN_Cardigans_id_00000119_03_1_front,id_00000119,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000119/03_1_front.jpg,deepfashion_gallery,id_00000119,WOMEN/Cardigans,id_00000119,gallery,img/WOMEN/Cardigans/id_00000119/03_1_front.jpg
deepfashion:WOMEN_Cardigans_id_00000119_03_2_side,id_00000119,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000119/03_2_side.jpg,deepfashion_gallery,id_00000119,WOMEN/Cardigans,id_00000119,gallery,img/WOMEN/Cardigans/id_00000119/03_2_side.jpg
deepfashion:WOMEN_Sweatshirts_Hoodies_id_00000139_02_3_back,id_00000139,docs_vs/deepfashion-subset/images/WOMEN/Sweatshirts_Hoodies/id_00000139/02_3_back.jpg,deepfashion_gallery,id_00000139,WOMEN/Sweatshirts_Hoodies,id_00000139,gallery,img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_3_back.jpg
deepfashion:WOMEN_Sweatshirts_Hoodies_id_00000139_02_4_full,id_00000139,docs_vs/deepfashion-subset/images/WOMEN/Sweatshirts_Hoodies/id_00000139/02_4_full.jpg,deepfashion_gallery,id_00000139,WOMEN/Sweatshirts_Hoodies,id_00000139,gallery,img/WOMEN/Sweatshirts_Hoodies/id_00000139/02_4_full.jpg
deepfashion:MEN_Sweatshirts_Hoodies_id_00000146_02_1_front,id_00000146,docs_vs/deepfashion-subset/images/MEN/Sweatshirts_Hoodies/id_00000146/02_1_front.jpg,deepfashion_gallery,id_00000146,MEN/Sweatshirts_Hoodies,id_00000146,gallery,img/MEN/Sweatshirts_Hoodies/id_00000146/02_1_front.jpg
deepfashion:MEN_Sweatshirts_Hoodies_id_00000146_02_3_back,id_00000146,docs_vs/deepfashion-subset/images/MEN/Sweatshirts_Hoodies/id_00000146/02_3_back.jpg,deepfashion_gallery,id_00000146,MEN/Sweatshirts_Hoodies,id_00000146,gallery,img/MEN/Sweatshirts_Hoodies/id_00000146/02_3_back.jpg
deepfashion:WOMEN_Leggings_id_00000147_01_1_front,id_00000147,docs_vs/deepfashion-subset/images/WOMEN/Leggings/id_00000147/01_1_front.jpg,deepfashion_gallery,id_00000147,WOMEN/Leggings,id_00000147,gallery,img/WOMEN/Leggings/id_00000147/01_1_front.jpg
deepfashion:WOMEN_Leggings_id_00000147_01_2_side,id_00000147,docs_vs/deepfashion-subset/images/WOMEN/Leggings/id_00000147/01_2_side.jpg,deepfashion_gallery,id_00000147,WOMEN/Leggings,id_00000147,gallery,img/WOMEN/Leggings/id_00000147/01_2_side.jpg
deepfashion:MEN_Shirts_Polos_id_00000167_01_1_front,id_00000167,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000167/01_1_front.jpg,deepfashion_gallery,id_00000167,MEN/Shirts_Polos,id_00000167,gallery,img/MEN/Shirts_Polos/id_00000167/01_1_front.jpg
deepfashion:MEN_Shirts_Polos_id_00000167_01_4_full,id_00000167,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000167/01_4_full.jpg,deepfashion_gallery,id_00000167,MEN/Shirts_Polos,id_00000167,gallery,img/MEN/Shirts_Polos/id_00000167/01_4_full.jpg
deepfashion:MEN_Denim_id_00000182_01_2_side,id_00000182,docs_vs/deepfashion-subset/images/MEN/Denim/id_00000182/01_2_side.jpg,deepfashion_gallery,id_00000182,MEN/Denim,id_00000182,gallery,img/MEN/Denim/id_00000182/01_2_side.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_04_2_side,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/04_2_side.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/04_2_side.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_04_6_flat,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/04_6_flat.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/04_6_flat.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_05_2_side,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/05_2_side.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/05_2_side.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_05_3_back,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/05_3_back.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/05_3_back.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_05_7_additional,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/05_7_additional.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/05_7_additional.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_06_1_front,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/06_1_front.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/06_1_front.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_06_2_side,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/06_2_side.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/06_2_side.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_06_3_back,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/06_3_back.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/06_3_back.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_06_6_flat,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/06_6_flat.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/06_6_flat.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_07_2_side,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/07_2_side.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/07_2_side.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_07_6_flat,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/07_6_flat.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/07_6_flat.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_07_7_additional,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/07_7_additional.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/07_7_additional.jpg
deepfashion:MEN_Shirts_Polos_id_00000193_08_6_flat,id_00000193,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/08_6_flat.jpg,deepfashion_gallery,id_00000193,MEN/Shirts_Polos,id_00000193,gallery,img/MEN/Shirts_Polos/id_00000193/08_6_flat.jpg
deepfashion:MEN_Pants_id_00000256_02_2_side,id_00000256,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000256/02_2_side.jpg,deepfashion_gallery,id_00000256,MEN/Pants,id_00000256,gallery,img/MEN/Pants/id_00000256/02_2_side.jpg
deepfashion:MEN_Pants_id_00000256_02_4_full,id_00000256,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000256/02_4_full.jpg,deepfashion_gallery,id_00000256,MEN/Pants,id_00000256,gallery,img/MEN/Pants/id_00000256/02_4_full.jpg
deepfashion:MEN_Pants_id_00000256_03_2_side,id_00000256,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000256/03_2_side.jpg,deepfashion_gallery,id_00000256,MEN/Pants,id_00000256,gallery,img/MEN/Pants/id_00000256/03_2_side.jpg
deepfashion:MEN_Pants_id_00000256_03_3_back,id_00000256,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000256/03_3_back.jpg,deepfashion_gallery,id_00000256,MEN/Pants,id_00000256,gallery,img/MEN/Pants/id_00000256/03_3_back.jpg
deepfashion:MEN_Pants_id_00000256_03_6_flat,id_00000256,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000256/03_6_flat.jpg,deepfashion_gallery,id_00000256,MEN/Pants,id_00000256,gallery,img/MEN/Pants/id_00000256/03_6_flat.jpg
