queryId,queryImagePath,expectedProductIds,relevantProductIds,returnedProductIds,firstRelevantRank,recallAt1,recallAt5,recallAt10,precisionAt5,precisionAt10,reciprocalRank,ndcgAt10,latencyMs,topScore,error
df_query_0011,docs_vs/deepfashion-subset/images/WOMEN/Denim/id_00000055/04_1_front.jpg,id_00000055,,id_00000181|id_00000029|id_00000299|id_00001150|id_00000011|id_00000284|id_00000591|id_00000440|id_00000845|id_00000186,0,0,0,0,0,0,0,0,70,0.9115978141117503,
df_query_0012,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000063/02_4_full.jpg,id_00000063,,id_00000867|id_00000265|id_00000296|id_00000653|id_00004319|id_00000785|id_00000846|id_00000063|id_00000971|id_00002439,8,0,0,1,0,0.1,0.125,0.3154648767857287,67,0.8944912156636582,
df_query_0013,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/04_2_side.jpg,id_00000084,,id_00000084|id_00002115|id_00001042|id_00000390|id_00000167|id_00006299|id_00000946|id_00001008|id_00001281|id_00003225,1,1,1,1,0.2,0.1,1,1,67,0.9319726572454927,
df_query_0014,docs_vs/deepfashion-subset/images/MEN/Suiting/id_00000094/02_1_front.jpg,id_00000094,,id_00000094|id_00002439|id_00000802|id_00003060|id_00000712|id_00000938|id_00004672|id_00000836|id_00000084|id_00001097,1,1,1,1,0.2,0.1,1,1,69,0.9251967724494666,
df_query_0015,docs_vs/deepfashion-subset/images/WOMEN/Sweaters/id_00000098/02_1_front.jpg,id_00000098,,id_00000098|id_00000779|id_00000845|id_00000181|id_00000628|id_00000058|id_00000217|id_00002359|id_00000036|id_00000303,1,1,1,1,0.2,0.1,1,1,76,0.9318237643838666,
df_query_0016,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/01_1_front.jpg,id_00000103,,id_00000103|id_00001564|id_00000624|id_00000144|id_00000580|id_00000543|id_00000040|id_00000261|id_00000099|id_00000456,1,1,1,1,0.2,0.1,1,1,90,0.9456055243138013,
df_query_0017,docs_vs/deepfashion-subset/images/WOMEN/Sweatshirts_Hoodies/id_00000139/02_1_front.jpg,id_00000139,,id_00000139|id_00000937|id_00000299|id_00000017|id_00000332|id_00000144|id_00000664|id_00000113|id_00000420|id_00000211,1,1,1,1,0.2,0.1,1,1,87,0.8918467365415851,
df_query_0018,docs_vs/deepfashion-subset/images/MEN/Sweatshirts_Hoodies/id_00000146/02_2_side.jpg,id_00000146,,id_00000193|id_00000146|id_00000390|id_00000946|id_00006299|id_00003225|id_00000084|id_00000393|id_00000312|id_00000256,2,0,1,1,0.2,0.1,0.5,0.6309297535714574,105,0.9142840353481523,
df_query_0019,docs_vs/deepfashion-subset/images/WOMEN/Leggings/id_00000147/01_3_back.jpg,id_00000147,,id_00000147|id_00002132|id_00002971|id_00000360|id_00001564|id_00000444|id_00002852|id_00000576|id_00001099|id_00001830,1,1,1,1,0.2,0.1,1,1,89,0.9449963096654814,
df_query_0020,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000167/01_2_side.jpg,id_00000167,,id_00000390|id_00000167|id_00000946|id_00003064|id_00000826|id_00001509|id_00001008|id_00001462|id_00001042|id_00001315,2,0,1,1,0.2,0.1,0.5,0.6309297535714574,97,0.9514265471178551,
df_query_0021,docs_vs/deepfashion-subset/images/MEN/Denim/id_00000182/01_1_front.jpg,id_00000182,,id_00000836|id_00001207|id_00000826|id_00001092|id_00000353|id_00000182|id_00001198|id_00000470|id_00000802|id_00000638,6,0,0,1,0,0.1,0.16666666666666666,0.3562071871080222,100,0.9427315570027701,
df_query_0022,docs_vs/deepfashion-subset/images/WOMEN/Skirts/id_00000439/02_1_front.jpg,id_00000439,,id_00000439|id_00000181|id_00000586|id_00000804|id_00000440|id_00001209|id_00001367|id_00000342|id_00000928|id_00000017,1,1,1,1,0.2,0.1,1,1,87,0.9135019107025615,
df_query_0023,docs_vs/deepfashion-subset/images/MEN/Shorts/id_00000524/01_3_back.jpg,id_00000524,,id_00000524|id_00000638|id_00000597|id_00000655|id_00001221|id_00000816|id_00001350|id_00001183|id_00000991|id_00000826,1,1,1,1,0.2,0.1,1,1,92,0.9550547815686321,
df_query_0024,docs_vs/deepfashion-subset/images/WOMEN/Blouses_Shirts/id_00000001/02_4_full.jpg,id_00000001,,id_00000001|id_00000131|id_00000373|id_00000845|id_00001367|id_00000108|id_00000040|id_00000103|id_00000344|id_00001256,1,1,1,1,0.2,0.1,1,1,104,0.9170727752004715,
df_query_0025,docs_vs/deepfashion-subset/images/WOMEN/Tees_Tanks/id_00000007/01_4_full.jpg,id_00000007,,id_00000664|id_00000733|id_00000186|id_00000420|id_00000959|id_00000659|id_00002852|id_00000029|id_00000591|id_00000299,0,0,0,0,0,0,0,0,123,0.8792086095260788,
df_query_0026,docs_vs/deepfashion-subset/images/WOMEN/Dresses/id_00000011/02_2_side.jpg,id_00000011,,id_00000011|id_00000148|id_00000074|id_00001293|id_00000820|id_00000108|id_00000734|id_00000092|id_00000478|id_00001146,1,1,1,1,0.2,0.1,1,1,87,0.946370271839201,
df_query_0027,docs_vs/deepfashion-subset/images/MEN/Sweaters/id_00000016/01_6_flat.jpg,id_00000016,,id_00000650|id_00000898|id_00000846|id_00000016|id_00000321|id_00000711|id_00000562|id_00001462|id_00000193|id_00001509,4,0,1,1,0.2,0.1,0.25,0.4306765580733931,82,0.9003024237458276,
df_query_0028,docs_vs/deepfashion-subset/images/WOMEN/Graphic_Tees/id_00000019/01_7_additional.jpg,id_00000019,,id_00000373|id_00000483|id_00000001|id_00000079|id_00000211|id_00000235|id_00000420|id_00000441|id_00000040|id_00000119,0,0,0,0,0,0,0,0,75,0.9277321873570468,
df_query_0029,docs_vs/deepfashion-subset/images/WOMEN/Pants/id_00000029/06_1_front.jpg,id_00000029,,id_00000029|id_00000917|id_00000360|id_00001449|id_00001249|id_00000017|id_00001293|id_00000144|id_00000937|id_00000186,1,1,1,1,0.2,0.1,1,1,84,0.9108440795023703,
df_query_0030,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000036/02_7_additional.jpg,id_00000036,,id_00000036|id_00000029|id_00000144|id_00001249|id_00000845|id_00000017|id_00000187|id_00000191|id_00001367|id_00000255,1,1,1,1,0.2,0.1,1,1,80,0.9369133674358067,
df_query_0031,docs_vs/deepfashion-subset/images/MEN/Tees_Tanks/id_00000045/01_3_back.jpg,id_00000045,,id_00000045|id_00002268|id_00000049|id_00000265|id_00000242|id_00001730|id_00000204|id_00000661|id_00001375|id_00001654,1,1,1,1,0.2,0.1,1,1,111,0.9210897653523211,
df_query_0032,docs_vs/deepfashion-subset/images/WOMEN/Rompers_Jumpsuits/id_00000050/02_3_back.jpg,id_00000050,,id_00000050|id_00000820|id_00000499|id_00000921|id_00001272|id_00000868|id_00000883|id_00000034|id_00000908|id_00000478,1,1,1,1,0.2,0.1,1,1,86,0.9597363191438805,
df_query_0033,docs_vs/deepfashion-subset/images/WOMEN/Jackets_Coats/id_00000054/01_7_additional.jpg,id_00000054,,id_00000054|id_00000263|id_00000187|id_00001248|id_00001150|id_00001249|id_00000181|id_00000144|id_00000452|id_00000099,1,1,1,1,0.2,0.1,1,1,78,0.9129871570690469,
df_query_0034,docs_vs/deepfashion-subset/images/WOMEN/Denim/id_00000055/04_7_additional.jpg,id_00000055,,id_00000055|id_00000360|id_00001099|id_00002095|id_00000029|id_00002359|id_00000338|id_00002945|id_00001293|id_00001367,1,1,1,1,0.2,0.1,1,1,77,0.9466297362342059,
df_query_0035,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000063/02_7_additional.jpg,id_00000063,,id_00000063|id_00001375|id_00001092|id_00000470|id_00001468|id_00000785|id_00000816|id_00000524|id_00000638|id_00000938,1,1,1,1,0.2,0.1,1,1,71,0.9182668181480879,
df_query_0036,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/04_4_full.jpg,id_00000084,,id_00001042|id_00000084|id_00002115|id_00001281|id_00000167|id_00000971|id_00000390|id_00001315|id_00001008|id_00001207,2,0,1,1,0.2,0.1,0.5,0.6309297535714574,73,0.9208710821608265,
df_query_0037,docs_vs/deepfashion-subset/images/MEN/Suiting/id_00000270/01_1_front.jpg,id_00000270,,id_00000270|id_00000836|id_00001198|id_00001207|id_00001092|id_00000826|id_00000256|id_00000353|id_00000638|id_00001468,1,1,1,1,0.2,0.1,1,1,74,0.9577078580799832,
df_query_0038,docs_vs/deepfashion-subset/images/WOMEN/Sweaters/id_00000098/02_2_side.jpg,id_00000098,,id_00000098|id_00000173|id_00000320|id_00000284|id_00001293|id_00000263|id_00000092|id_00000917|id_00000181|id_00001367,1,1,1,1,0.2,0.1,1,1,71,0.9492940773707776,
df_query_0039,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/01_3_back.jpg,id_00000103,,id_00000103|id_00000580|id_00000144|id_00000576|id_00000456|id_00000286|id_00002945|id_00000424|id_00001367|id_00002095,1,1,1,1,0.2,0.1,1,1,72,0.9533870528382999,
df_query_0040,docs_vs/deepfashion-subset/images/WOMEN/Sweatshirts_Hoodies/id_00000139/02_2_side.jpg,id_00000139,,id_00000139|id_00000299|id_00000017|id_00000144|id_00000420|id_00000540|id_00000631|id_00000036|id_00000177|id_00001150,1,1,1,1,0.2,0.1,1,1,74,0.9254118175843516,
df_query_0041,docs_vs/deepfashion-subset/images/MEN/Sweatshirts_Hoodies/id_00000146/02_4_full.jpg,id_00000146,,id_00000146|id_00000653|id_00000193|id_00000946|id_00001281|id_00000256|id_00000084|id_00001042|id_00000836|id_00001008,1,1,1,1,0.2,0.1,1,1,70,0.9199176521740158,
df_query_0042,docs_vs/deepfashion-subset/images/WOMEN/Leggings/id_00000147/01_7_additional.jpg,id_00000147,,id_00000147|id_00002132|id_00001449|id_00002674|id_00000624|id_00002359|id_00001256|id_00000360|id_00002945|id_00000928,1,1,1,1,0.2,0.1,1,1,76,0.9560233230272936,
df_query_0043,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000167/01_7_additional.jpg,id_00000167,,id_00000167|id_00001008|id_00000390|id_00000193|id_00001088|id_00001042|id_00004672|id_00002439|id_00000937|id_00002977,1,1,1,1,0.2,0.1,1,1,77,0.9387244995336997,
df_query_0044,docs_vs/deepfashion-subset/images/MEN/Denim/id_00000182/01_7_additional.jpg,id_00000182,,id_00000313|id_00000661|id_00001092|id_00000265|id_00001468|id_00001375|id_00000650|id_00000390|id_00000045|id_00002533,0,0,0,0,0,0,0,0,75,0.9205239703407921,
df_query_0045,docs_vs/deepfashion-subset/images/WOMEN/Skirts/id_00000439/02_2_side.jpg,id_00000439,,id_00000440|id_00000439|id_00000540|id_00000576|id_00002359|id_00000148|id_00000586|id_00000035|id_00000500|id_00000144,2,0,1,1,0.2,0.1,0.5,0.6309297535714574,71,0.9224449784831511,
df_query_0046,docs_vs/deepfashion-subset/images/MEN/Shorts/id_00000524/01_7_additional.jpg,id_00000524,,id_00000524|id_00001092|id_00001375|id_00000470|id_00002559|id_00000338|id_00001207|id_00000826|id_00000256|id_00000730,1,1,1,1,0.2,0.1,1,1,76,0.9978825819815873,
df_query_0047,docs_vs/deepfashion-subset/images/WOMEN/Blouses_Shirts/id_00000015/02_1_front.jpg,id_00000015,,id_00000015|id_00000629|id_00000611|id_00000093|id_00000306|id_00000028|id_00000021|id_00000308|id_00000106|id_00001046,1,1,1,1,0.2,0.1,1,1,70,0.9502102259443889,
df_query_0048,docs_vs/deepfashion-subset/images/WOMEN/Tees_Tanks/id_00000007/01_6_flat.jpg,id_00000007,,id_00000007|id_00000296|id_00000305|id_00000063|id_00000396|id_00000312|id_00000341|id_00000299|id_00001092|id_00000045,1,1,1,1,0.2,0.1,1,1,72,0.8216627291780101,
df_query_0049,docs_vs/deepfashion-subset/images/WOMEN/Dresses/id_00000011/02_3_back.jpg,id_00000011,,id_00000011|id_00000868|id_00000320|id_00000820|id_00000173|id_00000654|id_00000074|id_00000073|id_00000148|id_00000373,1,1,1,1,0.2,0.1,1,1,72,0.9127788498350905,
df_query_0050,docs_vs/deepfashion-subset/images/MEN/Sweaters/id_00000016/01_7_additional.jpg,id_00000016,,id_00000016|id_00000562|id_00000783|id_00000192|id_00000321|id_00000898|id_00000661|id_00000846|id_00001462|id_00000313,1,1,1,1,0.2,0.1,1,1,72,0.9304271607329463,
df_query_0051,docs_vs/deepfashion-subset/images/WOMEN/Graphic_Tees/id_00000046/01_2_side.jpg,id_00000046,,id_00000046|id_00000113|id_00000733|id_00000959|id_00000659|id_00000029|id_00000937|id_00000177|id_00000664|id_00000186,1,1,1,1,0.2,0.1,1,1,72,0.9007446108633758,
df_query_0052,docs_vs/deepfashion-subset/images/WOMEN/Pants/id_00000029/06_2_side.jpg,id_00000029,,id_00000029|id_00001367|id_00002945|id_00001865|id_00000055|id_00000730|id_00002095|id_00000338|id_00001293|id_00000437,1,1,1,1,0.2,0.1,1,1,72,0.9613273099027363,
df_query_0053,docs_vs/deepfashion-subset/images/WOMEN/Cardigans/id_00000119/02_1_front.jpg,id_00000119,,id_00000119|id_00000347|id_00000172|id_00001046|id_00000628|id_00000303|id_00000235|id_00000483|id_00000732|id_00000424,1,1,1,1,0.2,0.1,1,1,70,0.946850072229121,
df_query_0054,docs_vs/deepfashion-subset/images/MEN/Tees_Tanks/id_00000045/01_7_additional.jpg,id_00000045,,id_00000045|id_00000946|id_00000084|id_00000294|id_00000390|id_00000393|id_00002268|id_00001730|id_00000145|id_00001042,1,1,1,1,0.2,0.1,1,1,71,0.9234961909286845,
df_query_0055,docs_vs/deepfashion-subset/images/WOMEN/Rompers_Jumpsuits/id_00000050/03_1_front.jpg,id_00000050,,id_00000050|id_00000034|id_00000663|id_00000820|id_00000883|id_00000077|id_00000684|id_00000868|id_00000499|id_00000191,1,1,1,1,0.2,0.1,1,1,72,0.9549343326567169,
df_query_0056,docs_vs/deepfashion-subset/images/WOMEN/Jackets_Coats/id_00000058/02_3_back.jpg,id_00000058,,id_00000058|id_00000845|id_00000874|id_00000420|id_00000001|id_00000017|id_00000324|id_00000746|id_00000125|id_00000246,1,1,1,1,0.2,0.1,1,1,77,0.9383953214611273,
df_query_0057,docs_vs/deepfashion-subset/images/WOMEN/Denim/id_00000360/01_1_front.jpg,id_00000360,,id_00002852|id_00000029|id_00001249|id_00000360|id_00000845|id_00000186|id_00000187|id_00001367|id_00001564|id_00000190,4,0,1,1,0.2,0.1,0.25,0.4306765580733931,75,0.919951923222614,
df_query_0058,docs_vs/deepfashion-subset/images/MEN/Pants/id_00000256/02_1_front.jpg,id_00000256,,id_00000256|id_00001207|id_00000638|id_00001092|id_00000826|id_00000353|id_00000836|id_00000470|id_00000270|id_00001198,1,1,1,1,0.2,0.1,1,1,76,0.9597958886255785,
df_query_0059,docs_vs/deepfashion-subset/images/MEN/Jackets_Vests/id_00000084/04_7_additional.jpg,id_00000084,,id_00001008|id_00001042|id_00000084|id_00000971|id_00001654|id_00000390|id_00000167|id_00000193|id_00000946|id_00002977,3,0,1,1,0.2,0.1,0.3333333333333333,0.5,70,0.92361445884245,
df_query_0060,docs_vs/deepfashion-subset/images/MEN/Suiting/id_00000270/01_4_full.jpg,id_00000270,,id_00001350|id_00004319|id_00000265|id_00000846|id_00000836|id_00001468|id_00001097|id_00000313|id_00004672|id_00001092,0,0,0,0,0,0,0,0,72,0.8385788648852469,
df_query_0061,docs_vs/deepfashion-subset/images/WOMEN/Sweaters/id_00000098/02_7_additional.jpg,id_00000098,,id_00000688|id_00000125|id_00000017|id_00000021|id_00000058|id_00000611|id_00000102|id_00000373|id_00000235|id_00000684,0,0,0,0,0,0,0,0,71,0.9190773024815739,
df_query_0062,docs_vs/deepfashion-subset/images/WOMEN/Shorts/id_00000103/02_2_side.jpg,id_00000103,,id_00000103|id_00000580|id_00000456|id_00003647|id_00000576|id_00000144|id_00000148|id_00000526|id_00000424|id_00001449,1,1,1,1,0.2,0.1,1,1,74,0.9673605841095542,
df_query_0063,docs_vs/deepfashion-subset/images/WOMEN/Sweatshirts_Hoodies/id_00000139/02_6_flat.jpg,id_00000139,,id_00000746|id_00000193|id_00000946|id_00000246|id_00000971|id_00000125|id_00000312|id_00000017|id_00000332|id_00001042,0,0,0,0,0,0,0,0,71,0.8501092382130824,
df_query_0064,docs_vs/deepfashion-subset/images/MEN/Sweatshirts_Hoodies/id_00000146/02_7_additional.jpg,id_00000146,,id_00000146|id_00001042|id_00003064|id_00000390|id_00000312|id_00000161|id_00000084|id_00000971|id_00001654|id_00001008,1,1,1,1,0.2,0.1,1,1,73,0.8754990283179631,
df_query_0065,docs_vs/deepfashion-subset/images/WOMEN/Leggings/id_00000286/01_1_front.jpg,id_00000286,,id_00000286|id_00001398|id_00002971|id_00003647|id_00000624|id_00003850|id_00000099|id_00000874|id_00001564|id_00002852,1,1,1,1,0.2,0.1,1,1,73,0.9172296651482416,
df_query_0066,docs_vs/deepfashion-subset/images/MEN/Shirts_Polos/id_00000193/04_1_front.jpg,id_00000193,,id_00001509|id_00000193|id_00001008|id_00001207|id_00001315|id_00000846|id_00000859|id_00000226|id_00001462|id_00000167,2,0,1,1,0.2,0.1,0.5,0.6309297535714574,70,0.9208539369396854,
df_query_0067,docs_vs/deepfashion-subset/images/MEN/Denim/id_00000265/01_1_front.jpg,id_00000265,,id_00000265|id_00000313|id_00000045|id_00000193|id_00001092|id_00000846|id_00000826|id_00002268|id_00000294|id_00002439,1,1,1,1,0.2,0.1,1,1,74,0.88866280221339,
df_query_0068,docs_vs/deepfashion-subset/images/WOMEN/Skirts/id_00000439/02_7_additional.jpg,id_00000439,,id_00000439|id_00000440|id_00000586|id_00000576|id_00002359|id_00000148|id_00000540|id_00000611|id_00000035|id_00000526,1,1,1,1,0.2,0.1,1,1,69,0.9602878636507244,
df_query_0069,docs_vs/deepfashion-subset/images/MEN/Shorts/id_00000524/03_1_front.jpg,id_00000524,,id_00001221|id_00000524|id_00001082|id_00000638|id_00001350|id_00000582|id_00001183|id_00000898|id_00000655|id_00001246,2,0,1,1,0.2,0.1,0.5,0.6309297535714574,70,0.9384884884748715,
df_query_0070,docs_vs/deepfashion-subset/images/WOMEN/Blouses_Shirts/id_00000015/02_3_back.jpg,id_00000015,,id_00001046|id_00000611|id_00000629|id_00000292|id_00000173|id_00000341|id_00000015|id_00000001|id_00000306|id_00000021,7,0,0,1,0,0.1,0.14285714285714285,0.3333333333333333,77,0.9097772309818285,
